state,basin,basin_label_readable,is_local_minimum,cs_delta_PTSD,cs_delta_HC,PTSD_minus_HC_cs_delta,occupancy_prop_PTSD,occupancy_prop_HC,PTSD_minus_HC_occupancy_prop,occupancy_PTSD,occupancy_HC,PTSD_minus_HC_occupancy,enriched_event_PTSD,enriched_event_HC,binary,binary_01,sigma_pattern,PTSD_minus_HC_prop_CSplus,PTSD_minus_HC_prop_CSminus,PTSD_minus_HC_prop_ITI,PTSD_minus_HC_max_enrichment,abs_cs_delta_difference
3,1,Global off,False,-0.04166666666666666,0.0,-0.04166666666666666,0.017366136034732273,0.02007168458781362,-0.0027055485530813467,48,56,-8,ITI,ITI,1000,1000,-+---,-0.01785714285714285,0.023809523809523808,-0.005952380952380931,-0.00466833466343286,0.04166666666666666
16,4,Global on,False,0.08403361344537813,0.12037037037037038,-0.03633675692499225,0.04305354558610709,0.03870967741935484,0.004343868166752252,119,108,11,CS+,CS+,11110,11110,++++-,-0.016573295985060688,0.01976346093993156,-0.0031901649548708444,-0.022414137526849898,0.03633675692499225
18,3,Safety-like,False,-0.13559322033898305,-0.1,-0.035593220338983045,0.02134587554269175,0.017921146953405017,0.0034247285892867324,59,50,9,ITI,ITI,10001,10001,+---+,0.0016949152542372892,0.037288135593220334,-0.03898305084745757,-0.0376990045585095,0.035593220338983045
6,1,Global off,False,0.11627906976744187,0.08333333333333334,0.03294573643410853,0.015557163531114327,0.017204301075268817,-0.0016471375441544905,43,48,-5,CS+,ITI,10100,10100,+-+--,0.04748062015503876,0.01453488372093023,-0.06201550387596899,-0.020277784110764724,0.03294573643410853
12,3,Safety-like,False,-0.02439024390243902,-0.05555555555555558,0.031165311653116562,0.014833574529667149,0.025806451612903226,-0.010972877083236077,41,72,-31,CS-,CS-,11010,11010,++-+-,-0.016598915989159885,-0.04776422764227645,0.06436314363143636,-0.04320743238943528,0.031165311653116562
17,1,Global off,False,-0.0380952380952381,-0.06870229007633588,0.030607051981097783,0.03798842257597684,0.04695340501792115,-0.008964982441944304,105,131,-26,ITI,ITI,1,1,----+,0.01126862958924027,-0.019338422391857513,0.008069792802617215,0.009353839091565286,0.030607051981097783
8,3,Safety-like,False,-0.16000000000000003,-0.18367346938775508,0.023673469387755053,0.01808972503617945,0.01756272401433692,0.0005270010218425304,50,49,1,CS-,CS-,11100,11100,+++--,0.07795918367346938,0.054285714285714326,-0.1322448979591837,0.05884250953855549,0.023673469387755053
14,2,Threat-like,False,0.11249999999999999,0.0898876404494382,0.02261235955056179,0.02894356005788712,0.03189964157706093,-0.0029560815191738143,80,89,-9,CS+,CS+,10110,10110,+-++-,0.0428370786516854,0.02022471910112361,-0.06306179775280901,0.03699623710989619,0.02261235955056179
28,4,Global on,False,0.0,-0.02150537634408603,0.02150537634408603,0.031114327062228653,0.03333333333333333,-0.0022190062711046794,86,93,-7,CS-,ITI,11011,11011,++-++,0.09277319329832459,0.07126781695423856,-0.16404101025256324,-0.07542986807965865,0.02150537634408603
2,1,Global off,False,-0.0423728813559322,-0.03305785123966942,-0.009315030116262779,0.0426917510853835,0.043369175627240145,-0.0006774245418566457,118,121,-3,ITI,CS-,10000,10000,+----,-0.05406919736657795,-0.04475416725031517,0.09882336461689312,0.02777706936728852,0.009315030116262779
