source,target,source_basin_PTSD,target_basin_PTSD,source_basin_label_PTSD,target_basin_label_PTSD,count_PTSD,source_total_PTSD,probability_PTSD,subject_support_count_PTSD,subject_support_prop_PTSD,most_common_source_event_PTSD,most_common_target_event_PTSD,source_basin_HC,target_basin_HC,source_basin_label_HC,target_basin_label_HC,count_HC,source_total_HC,probability_HC,subject_support_count_HC,subject_support_prop_HC,most_common_source_event_HC,most_common_target_event_HC,source_basin,target_basin,source_basin_label,target_basin_label,PTSD_minus_HC_count,PTSD_minus_HC_probability,PTSD_minus_HC_subject_support_count,PTSD_minus_HC_subject_support_prop,abs_probability_difference
12,17,3.0,1.0,Safety-like,Global off,2.0,40.0,0.05,2.0,0.08333333333333333,ITI,ITI,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,3.0,1.0,Safety-like,Global off,2.0,0.05,2.0,0.08333333333333333,0.05
12,11,3.0,1.0,Safety-like,Global off,2.0,40.0,0.05,2.0,0.08333333333333333,CS+,CS+,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,3.0,1.0,Safety-like,Global off,2.0,0.05,2.0,0.08333333333333333,0.05
21,23,1.0,4.0,Global off,Global on,2.0,40.0,0.05,2.0,0.08333333333333333,CS-,CS-,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,4.0,Global off,Global on,2.0,0.05,2.0,0.08333333333333333,0.05
21,9,1.0,1.0,Global off,Global off,2.0,40.0,0.05,2.0,0.08333333333333333,CS+,CS+,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,1.0,Global off,Global off,2.0,0.05,2.0,0.08333333333333333,0.05
24,2,4.0,1.0,Global on,Global off,1.0,74.0,0.013513513513513514,1.0,0.041666666666666664,ITI,ITI,4.0,1.0,Global on,Global off,5.0,79.0,0.06329113924050633,4.0,0.16666666666666666,ITI,ITI,4.0,1.0,Global on,Global off,-4.0,-0.04977762572699282,-3.0,-0.125,0.04977762572699282
13,15,2.0,2.0,Threat-like,Threat-like,2.0,128.0,0.015625,2.0,0.08333333333333333,CS+,CS+,2.0,2.0,Threat-like,Threat-like,9.0,139.0,0.06474820143884892,7.0,0.2916666666666667,ITI,ITI,2.0,2.0,Threat-like,Threat-like,-7.0,-0.04912320143884892,-5.0,-0.20833333333333337,0.04912320143884892
23,32,4.0,4.0,Global on,Global on,7.0,50.0,0.14,7.0,0.2916666666666667,ITI,CS-,4.0,4.0,Global on,Global on,4.0,44.0,0.09090909090909091,4.0,0.16666666666666666,CS+,ITI,4.0,4.0,Global on,Global on,3.0,0.0490909090909091,3.0,0.12500000000000003,0.0490909090909091
7,20,1.0,3.0,Global off,Safety-like,4.0,36.0,0.1111111111111111,4.0,0.16666666666666666,CS-,ITI,1.0,3.0,Global off,Safety-like,2.0,32.0,0.0625,2.0,0.08333333333333333,CS-,CS-,1.0,3.0,Global off,Safety-like,2.0,0.048611111111111105,2.0,0.08333333333333333,0.048611111111111105
6,4,1.0,3.0,Global off,Safety-like,3.0,43.0,0.06976744186046512,3.0,0.125,ITI,ITI,1.0,3.0,Global off,Safety-like,1.0,47.0,0.02127659574468085,1.0,0.041666666666666664,ITI,CS+,1.0,3.0,Global off,Safety-like,2.0,0.04849084611578426,2.0,0.08333333333333334,0.04849084611578426
28,13,4.0,2.0,Global on,Threat-like,2.0,79.0,0.02531645569620253,1.0,0.041666666666666664,CS+,CS+,4.0,2.0,Global on,Threat-like,6.0,82.0,0.07317073170731707,4.0,0.16666666666666666,ITI,CS+,4.0,2.0,Global on,Threat-like,-4.0,-0.04785427601111454,-3.0,-0.125,0.04785427601111454
21,17,1.0,1.0,Global off,Global off,1.0,40.0,0.025,1.0,0.041666666666666664,ITI,ITI,1.0,1.0,Global off,Global off,4.0,55.0,0.07272727272727272,2.0,0.08333333333333333,CS+,CS-,1.0,1.0,Global off,Global off,-3.0,-0.04772727272727272,-1.0,-0.041666666666666664,0.04772727272727272
20,1,3.0,1.0,Safety-like,Global off,12.0,135.0,0.08888888888888889,7.0,0.2916666666666667,ITI,ITI,3.0,1.0,Safety-like,Global off,6.0,145.0,0.041379310344827586,5.0,0.20833333333333334,ITI,ITI,3.0,1.0,Safety-like,Global off,6.0,0.04750957854406131,2.0,0.08333333333333334,0.04750957854406131
18,1,3.0,1.0,Safety-like,Global off,3.0,55.0,0.05454545454545454,3.0,0.125,CS+,CS+,3.0,1.0,Safety-like,Global off,5.0,49.0,0.10204081632653061,4.0,0.16666666666666666,CS-,ITI,3.0,1.0,Safety-like,Global off,-2.0,-0.04749536178107607,-1.0,-0.04166666666666666,0.04749536178107607
17,32,1.0,4.0,Global off,Global on,11.0,96.0,0.11458333333333333,8.0,0.3333333333333333,ITI,ITI,1.0,4.0,Global off,Global on,8.0,119.0,0.06722689075630252,6.0,0.25,ITI,ITI,1.0,4.0,Global off,Global on,3.0,0.04735644257703081,2.0,0.08333333333333331,0.04735644257703081
