category,file_name,relative_path,size_bytes,modified_time_epoch
feature,sankey_edges_basin.csv,ELA_features_trialblock/sankey_edges_basin.csv,670,1778393403.7217681
feature,state_energy_table.csv,ELA_features_trialblock/state_energy_table.csv,1383,1778393403.5977292
feature,state_occupancy_long.csv,ELA_features_trialblock/state_occupancy_long.csv,54807,1778393403.6777697
feature,state_space_edges_hamming1.csv,ELA_features_trialblock/state_space_edges_hamming1.csv,4571,1778393403.7387671
feature,state_space_nodes.csv,ELA_features_trialblock/state_space_nodes.csv,1383,1778393403.7317915
feature,subject_features_whole_run.csv,ELA_features_trialblock/subject_features_whole_run.csv,76472,1778393403.6117241
feature,summary_all_features.csv,ELA_features_trialblock/summary_all_features.csv,247531,1778393403.6427693
feature,summary_long_by_group_task.csv,ELA_features_trialblock/summary_long_by_group_task.csv,112331,1778393404.679763
feature,task_comparison_stats_screening.csv,ELA_features_trialblock/task_comparison_stats_screening.csv,1,1778393406.2567565
feature,total_transition_long.csv,ELA_features_trialblock/total_transition_long.csv,21049,1778393403.5817518
