group,subject,session,task,row_index_0,kept_row,state,basin,sn_file,bn_file
HC,FC008,2,renewal,36,37,30,4,sub-FC008_ses-2_task-renewal_fearROIs_bin_SN.csv,sub-FC008_ses-2_task-renewal_fearROIs_bin_BN.csv
HC,FC008,2,renewal,37,38,23,4,sub-FC008_ses-2_task-renewal_fearROIs_bin_SN.csv,sub-FC008_ses-2_task-renewal_fearROIs_bin_BN.csv
HC,FC008,2,renewal,38,39,24,4,sub-FC008_ses-2_task-renewal_fearROIs_bin_SN.csv,sub-FC008_ses-2_task-renewal_fearROIs_bin_BN.csv
HC,FC008,2,renewal,39,40,32,4,sub-FC008_ses-2_task-renewal_fearROIs_bin_SN.csv,sub-FC008_ses-2_task-renewal_fearROIs_bin_BN.csv
HC,FC008,2,renewal,40,41,24,4,sub-FC008_ses-2_task-renewal_fearROIs_bin_SN.csv,sub-FC008_ses-2_task-renewal_fearROIs_bin_BN.csv
HC,FC008,2,renewal,41,42,20,3,sub-FC008_ses-2_task-renewal_fearROIs_bin_SN.csv,sub-FC008_ses-2_task-renewal_fearROIs_bin_BN.csv
HC,FC008,2,renewal,42,43,4,3,sub-FC008_ses-2_task-renewal_fearROIs_bin_SN.csv,sub-FC008_ses-2_task-renewal_fearROIs_bin_BN.csv
HC,FC008,2,renewal,43,44,17,1,sub-FC008_ses-2_task-renewal_fearROIs_bin_SN.csv,sub-FC008_ses-2_task-renewal_fearROIs_bin_BN.csv
HC,FC008,2,renewal,44,45,14,2,sub-FC008_ses-2_task-renewal_fearROIs_bin_SN.csv,sub-FC008_ses-2_task-renewal_fearROIs_bin_BN.csv
HC,FC008,2,renewal,45,46,24,4,sub-FC008_ses-2_task-renewal_fearROIs_bin_SN.csv,sub-FC008_ses-2_task-renewal_fearROIs_bin_BN.csv
HC,FC008,2,renewal,46,47,4,3,sub-FC008_ses-2_task-renewal_fearROIs_bin_SN.csv,sub-FC008_ses-2_task-renewal_fearROIs_bin_BN.csv
HC,FC008,2,renewal,47,48,32,4,sub-FC008_ses-2_task-renewal_fearROIs_bin_SN.csv,sub-FC008_ses-2_task-renewal_fearROIs_bin_BN.csv
HC,FC008,2,renewal,48,49,30,4,sub-FC008_ses-2_task-renewal_fearROIs_bin_SN.csv,sub-FC008_ses-2_task-renewal_fearROIs_bin_BN.csv
HC,FC008,2,renewal,49,50,13,2,sub-FC008_ses-2_task-renewal_fearROIs_bin_SN.csv,sub-FC008_ses-2_task-renewal_fearROIs_bin_BN.csv
HC,FC008,2,renewal,50,51,1,1,sub-FC008_ses-2_task-renewal_fearROIs_bin_SN.csv,sub-FC008_ses-2_task-renewal_fearROIs_bin_BN.csv
HC,FC008,2,renewal,51,52,9,1,sub-FC008_ses-2_task-renewal_fearROIs_bin_SN.csv,sub-FC008_ses-2_task-renewal_fearROIs_bin_BN.csv
HC,FC008,2,renewal,52,53,17,1,sub-FC008_ses-2_task-renewal_fearROIs_bin_SN.csv,sub-FC008_ses-2_task-renewal_fearROIs_bin_BN.csv
HC,FC008,2,renewal,53,54,1,1,sub-FC008_ses-2_task-renewal_fearROIs_bin_SN.csv,sub-FC008_ses-2_task-renewal_fearROIs_bin_BN.csv
HC,FC008,2,renewal,54,55,1,1,sub-FC008_ses-2_task-renewal_fearROIs_bin_SN.csv,sub-FC008_ses-2_task-renewal_fearROIs_bin_BN.csv
HC,FC008,2,renewal,55,56,1,1,sub-FC008_ses-2_task-renewal_fearROIs_bin_SN.csv,sub-FC008_ses-2_task-renewal_fearROIs_bin_BN.csv
HC,FC008,2,renewal,56,57,9,1,sub-FC008_ses-2_task-renewal_fearROIs_bin_SN.csv,sub-FC008_ses-2_task-renewal_fearROIs_bin_BN.csv
HC,FC008,2,renewal,57,58,9,1,sub-FC008_ses-2_task-renewal_fearROIs_bin_SN.csv,sub-FC008_ses-2_task-renewal_fearROIs_bin_BN.csv
HC,FC008,2,renewal,58,59,1,1,sub-FC008_ses-2_task-renewal_fearROIs_bin_SN.csv,sub-FC008_ses-2_task-renewal_fearROIs_bin_BN.csv
HC,FC008,2,renewal,59,60,20,3,sub-FC008_ses-2_task-renewal_fearROIs_bin_SN.csv,sub-FC008_ses-2_task-renewal_fearROIs_bin_BN.csv
HC,FC008,2,renewal,60,61,4,3,sub-FC008_ses-2_task-renewal_fearROIs_bin_SN.csv,sub-FC008_ses-2_task-renewal_fearROIs_bin_BN.csv
HC,FC008,2,renewal,61,62,32,4,sub-FC008_ses-2_task-renewal_fearROIs_bin_SN.csv,sub-FC008_ses-2_task-renewal_fearROIs_bin_BN.csv
HC,FC008,2,renewal,62,63,13,2,sub-FC008_ses-2_task-renewal_fearROIs_bin_SN.csv,sub-FC008_ses-2_task-renewal_fearROIs_bin_BN.csv
HC,FC008,2,renewal,63,64,5,1,sub-FC008_ses-2_task-renewal_fearROIs_bin_SN.csv,sub-FC008_ses-2_task-renewal_fearROIs_bin_BN.csv
HC,FC008,2,renewal,64,65,1,1,sub-FC008_ses-2_task-renewal_fearROIs_bin_SN.csv,sub-FC008_ses-2_task-renewal_fearROIs_bin_BN.csv
HC,FC008,2,renewal,65,66,3,1,sub-FC008_ses-2_task-renewal_fearROIs_bin_SN.csv,sub-FC008_ses-2_task-renewal_fearROIs_bin_BN.csv
HC,FC008,2,renewal,66,67,18,3,sub-FC008_ses-2_task-renewal_fearROIs_bin_SN.csv,sub-FC008_ses-2_task-renewal_fearROIs_bin_BN.csv
HC,FC008,2,renewal,67,68,27,4,sub-FC008_ses-2_task-renewal_fearROIs_bin_SN.csv,sub-FC008_ses-2_task-renewal_fearROIs_bin_BN.csv
HC,FC008,2,renewal,68,69,32,4,sub-FC008_ses-2_task-renewal_fearROIs_bin_SN.csv,sub-FC008_ses-2_task-renewal_fearROIs_bin_BN.csv
HC,FC008,2,renewal,69,70,3,1,sub-FC008_ses-2_task-renewal_fearROIs_bin_SN.csv,sub-FC008_ses-2_task-renewal_fearROIs_bin_BN.csv
HC,FC008,2,renewal,70,71,2,1,sub-FC008_ses-2_task-renewal_fearROIs_bin_SN.csv,sub-FC008_ses-2_task-renewal_fearROIs_bin_BN.csv
HC,FC008,2,renewal,71,72,16,4,sub-FC008_ses-2_task-renewal_fearROIs_bin_SN.csv,sub-FC008_ses-2_task-renewal_fearROIs_bin_BN.csv
HC,FC008,2,renewal,72,73,32,4,sub-FC008_ses-2_task-renewal_fearROIs_bin_SN.csv,sub-FC008_ses-2_task-renewal_fearROIs_bin_BN.csv
HC,FC008,2,renewal,73,74,32,4,sub-FC008_ses-2_task-renewal_fearROIs_bin_SN.csv,sub-FC008_ses-2_task-renewal_fearROIs_bin_BN.csv
HC,FC008,2,renewal,74,75,1,1,sub-FC008_ses-2_task-renewal_fearROIs_bin_SN.csv,sub-FC008_ses-2_task-renewal_fearROIs_bin_BN.csv
HC,FC008,2,renewal,75,76,17,1,sub-FC008_ses-2_task-renewal_fearROIs_bin_SN.csv,sub-FC008_ses-2_task-renewal_fearROIs_bin_BN.csv
HC,FC008,2,renewal,76,77,17,1,sub-FC008_ses-2_task-renewal_fearROIs_bin_SN.csv,sub-FC008_ses-2_task-renewal_fearROIs_bin_BN.csv
HC,FC008,2,renewal,77,78,32,4,sub-FC008_ses-2_task-renewal_fearROIs_bin_SN.csv,sub-FC008_ses-2_task-renewal_fearROIs_bin_BN.csv
HC,FC008,2,renewal,78,79,30,4,sub-FC008_ses-2_task-renewal_fearROIs_bin_SN.csv,sub-FC008_ses-2_task-renewal_fearROIs_bin_BN.csv
HC,FC008,2,renewal,79,80,29,2,sub-FC008_ses-2_task-renewal_fearROIs_bin_SN.csv,sub-FC008_ses-2_task-renewal_fearROIs_bin_BN.csv
HC,FC008,2,renewal,80,81,30,4,sub-FC008_ses-2_task-renewal_fearROIs_bin_SN.csv,sub-FC008_ses-2_task-renewal_fearROIs_bin_BN.csv
HC,FC008,2,renewal,81,82,31,4,sub-FC008_ses-2_task-renewal_fearROIs_bin_SN.csv,sub-FC008_ses-2_task-renewal_fearROIs_bin_BN.csv
HC,FC008,2,renewal,82,83,31,4,sub-FC008_ses-2_task-renewal_fearROIs_bin_SN.csv,sub-FC008_ses-2_task-renewal_fearROIs_bin_BN.csv
HC,FC008,2,renewal,83,84,25,1,sub-FC008_ses-2_task-renewal_fearROIs_bin_SN.csv,sub-FC008_ses-2_task-renewal_fearROIs_bin_BN.csv
HC,FC008,2,renewal,84,85,16,4,sub-FC008_ses-2_task-renewal_fearROIs_bin_SN.csv,sub-FC008_ses-2_task-renewal_fearROIs_bin_BN.csv
HC,FC008,2,renewal,85,86,14,2,sub-FC008_ses-2_task-renewal_fearROIs_bin_SN.csv,sub-FC008_ses-2_task-renewal_fearROIs_bin_BN.csv
HC,FC008,2,renewal,86,87,16,4,sub-FC008_ses-2_task-renewal_fearROIs_bin_SN.csv,sub-FC008_ses-2_task-renewal_fearROIs_bin_BN.csv
HC,FC008,2,renewal,87,88,3,1,sub-FC008_ses-2_task-renewal_fearROIs_bin_SN.csv,sub-FC008_ses-2_task-renewal_fearROIs_bin_BN.csv
HC,FC008,2,renewal,88,89,19,3,sub-FC008_ses-2_task-renewal_fearROIs_bin_SN.csv,sub-FC008_ses-2_task-renewal_fearROIs_bin_BN.csv
HC,FC008,2,renewal,89,90,4,3,sub-FC008_ses-2_task-renewal_fearROIs_bin_SN.csv,sub-FC008_ses-2_task-renewal_fearROIs_bin_BN.csv
HC,FC008,2,renewal,90,91,2,1,sub-FC008_ses-2_task-renewal_fearROIs_bin_SN.csv,sub-FC008_ses-2_task-renewal_fearROIs_bin_BN.csv
HC,FC008,2,renewal,91,92,4,3,sub-FC008_ses-2_task-renewal_fearROIs_bin_SN.csv,sub-FC008_ses-2_task-renewal_fearROIs_bin_BN.csv
HC,FC008,2,renewal,92,93,6,1,sub-FC008_ses-2_task-renewal_fearROIs_bin_SN.csv,sub-FC008_ses-2_task-renewal_fearROIs_bin_BN.csv
HC,FC008,2,renewal,93,94,32,4,sub-FC008_ses-2_task-renewal_fearROIs_bin_SN.csv,sub-FC008_ses-2_task-renewal_fearROIs_bin_BN.csv
HC,FC008,2,renewal,94,95,8,3,sub-FC008_ses-2_task-renewal_fearROIs_bin_SN.csv,sub-FC008_ses-2_task-renewal_fearROIs_bin_BN.csv
HC,FC008,2,renewal,95,96,2,1,sub-FC008_ses-2_task-renewal_fearROIs_bin_SN.csv,sub-FC008_ses-2_task-renewal_fearROIs_bin_BN.csv
HC,FC008,2,renewal,96,97,7,1,sub-FC008_ses-2_task-renewal_fearROIs_bin_SN.csv,sub-FC008_ses-2_task-renewal_fearROIs_bin_BN.csv
HC,FC008,2,renewal,97,98,32,4,sub-FC008_ses-2_task-renewal_fearROIs_bin_SN.csv,sub-FC008_ses-2_task-renewal_fearROIs_bin_BN.csv
HC,FC008,2,renewal,98,99,12,3,sub-FC008_ses-2_task-renewal_fearROIs_bin_SN.csv,sub-FC008_ses-2_task-renewal_fearROIs_bin_BN.csv
HC,FC008,2,renewal,99,100,1,1,sub-FC008_ses-2_task-renewal_fearROIs_bin_SN.csv,sub-FC008_ses-2_task-renewal_fearROIs_bin_BN.csv
HC,FC008,2,renewal,100,101,17,1,sub-FC008_ses-2_task-renewal_fearROIs_bin_SN.csv,sub-FC008_ses-2_task-renewal_fearROIs_bin_BN.csv
HC,FC008,2,renewal,101,102,11,1,sub-FC008_ses-2_task-renewal_fearROIs_bin_SN.csv,sub-FC008_ses-2_task-renewal_fearROIs_bin_BN.csv
HC,FC008,2,renewal,102,103,15,2,sub-FC008_ses-2_task-renewal_fearROIs_bin_SN.csv,sub-FC008_ses-2_task-renewal_fearROIs_bin_BN.csv
HC,FC008,2,renewal,103,104,1,1,sub-FC008_ses-2_task-renewal_fearROIs_bin_SN.csv,sub-FC008_ses-2_task-renewal_fearROIs_bin_BN.csv
HC,FC008,2,renewal,104,105,30,4,sub-FC008_ses-2_task-renewal_fearROIs_bin_SN.csv,sub-FC008_ses-2_task-renewal_fearROIs_bin_BN.csv
HC,FC008,2,renewal,105,106,24,4,sub-FC008_ses-2_task-renewal_fearROIs_bin_SN.csv,sub-FC008_ses-2_task-renewal_fearROIs_bin_BN.csv
HC,FC008,2,renewal,106,107,30,4,sub-FC008_ses-2_task-renewal_fearROIs_bin_SN.csv,sub-FC008_ses-2_task-renewal_fearROIs_bin_BN.csv
HC,FC008,2,renewal,107,108,32,4,sub-FC008_ses-2_task-renewal_fearROIs_bin_SN.csv,sub-FC008_ses-2_task-renewal_fearROIs_bin_BN.csv
HC,FC008,2,renewal,108,109,24,4,sub-FC008_ses-2_task-renewal_fearROIs_bin_SN.csv,sub-FC008_ses-2_task-renewal_fearROIs_bin_BN.csv
HC,FC008,2,renewal,109,110,25,1,sub-FC008_ses-2_task-renewal_fearROIs_bin_SN.csv,sub-FC008_ses-2_task-renewal_fearROIs_bin_BN.csv
HC,FC008,2,renewal,110,111,15,2,sub-FC008_ses-2_task-renewal_fearROIs_bin_SN.csv,sub-FC008_ses-2_task-renewal_fearROIs_bin_BN.csv
HC,FC008,2,renewal,111,112,15,2,sub-FC008_ses-2_task-renewal_fearROIs_bin_SN.csv,sub-FC008_ses-2_task-renewal_fearROIs_bin_BN.csv
HC,FC008,2,renewal,112,113,9,1,sub-FC008_ses-2_task-renewal_fearROIs_bin_SN.csv,sub-FC008_ses-2_task-renewal_fearROIs_bin_BN.csv
HC,FC008,2,renewal,113,114,1,1,sub-FC008_ses-2_task-renewal_fearROIs_bin_SN.csv,sub-FC008_ses-2_task-renewal_fearROIs_bin_BN.csv
HC,FC008,2,renewal,114,115,26,4,sub-FC008_ses-2_task-renewal_fearROIs_bin_SN.csv,sub-FC008_ses-2_task-renewal_fearROIs_bin_BN.csv
HC,FC008,2,renewal,115,116,30,4,sub-FC008_ses-2_task-renewal_fearROIs_bin_SN.csv,sub-FC008_ses-2_task-renewal_fearROIs_bin_BN.csv
HC,FC008,2,renewal,116,117,20,3,sub-FC008_ses-2_task-renewal_fearROIs_bin_SN.csv,sub-FC008_ses-2_task-renewal_fearROIs_bin_BN.csv
HC,FC008,2,renewal,117,118,18,3,sub-FC008_ses-2_task-renewal_fearROIs_bin_SN.csv,sub-FC008_ses-2_task-renewal_fearROIs_bin_BN.csv
HC,FC008,2,renewal,118,119,1,1,sub-FC008_ses-2_task-renewal_fearROIs_bin_SN.csv,sub-FC008_ses-2_task-renewal_fearROIs_bin_BN.csv
HC,FC008,2,renewal,119,120,1,1,sub-FC008_ses-2_task-renewal_fearROIs_bin_SN.csv,sub-FC008_ses-2_task-renewal_fearROIs_bin_BN.csv
HC,FC008,2,renewal,120,121,24,4,sub-FC008_ses-2_task-renewal_fearROIs_bin_SN.csv,sub-FC008_ses-2_task-renewal_fearROIs_bin_BN.csv
HC,FC008,2,renewal,121,122,30,4,sub-FC008_ses-2_task-renewal_fearROIs_bin_SN.csv,sub-FC008_ses-2_task-renewal_fearROIs_bin_BN.csv
HC,FC008,2,renewal,122,123,15,2,sub-FC008_ses-2_task-renewal_fearROIs_bin_SN.csv,sub-FC008_ses-2_task-renewal_fearROIs_bin_BN.csv
HC,FC009,2,renewal,0,1,29,2,sub-FC009_ses-2_task-renewal_fearROIs_bin_SN.csv,sub-FC009_ses-2_task-renewal_fearROIs_bin_BN.csv
HC,FC009,2,renewal,1,2,1,1,sub-FC009_ses-2_task-renewal_fearROIs_bin_SN.csv,sub-FC009_ses-2_task-renewal_fearROIs_bin_BN.csv
HC,FC009,2,renewal,2,3,32,4,sub-FC009_ses-2_task-renewal_fearROIs_bin_SN.csv,sub-FC009_ses-2_task-renewal_fearROIs_bin_BN.csv
HC,FC009,2,renewal,3,4,20,3,sub-FC009_ses-2_task-renewal_fearROIs_bin_SN.csv,sub-FC009_ses-2_task-renewal_fearROIs_bin_BN.csv
HC,FC009,2,renewal,4,5,28,4,sub-FC009_ses-2_task-renewal_fearROIs_bin_SN.csv,sub-FC009_ses-2_task-renewal_fearROIs_bin_BN.csv
HC,FC009,2,renewal,5,6,2,1,sub-FC009_ses-2_task-renewal_fearROIs_bin_SN.csv,sub-FC009_ses-2_task-renewal_fearROIs_bin_BN.csv
HC,FC009,2,renewal,6,7,13,2,sub-FC009_ses-2_task-renewal_fearROIs_bin_SN.csv,sub-FC009_ses-2_task-renewal_fearROIs_bin_BN.csv
HC,FC009,2,renewal,7,8,13,2,sub-FC009_ses-2_task-renewal_fearROIs_bin_SN.csv,sub-FC009_ses-2_task-renewal_fearROIs_bin_BN.csv
HC,FC009,2,renewal,8,9,19,3,sub-FC009_ses-2_task-renewal_fearROIs_bin_SN.csv,sub-FC009_ses-2_task-renewal_fearROIs_bin_BN.csv
HC,FC009,2,renewal,9,10,14,2,sub-FC009_ses-2_task-renewal_fearROIs_bin_SN.csv,sub-FC009_ses-2_task-renewal_fearROIs_bin_BN.csv
HC,FC009,2,renewal,10,11,3,1,sub-FC009_ses-2_task-renewal_fearROIs_bin_SN.csv,sub-FC009_ses-2_task-renewal_fearROIs_bin_BN.csv
HC,FC009,2,renewal,11,12,13,2,sub-FC009_ses-2_task-renewal_fearROIs_bin_SN.csv,sub-FC009_ses-2_task-renewal_fearROIs_bin_BN.csv
HC,FC009,2,renewal,12,13,2,1,sub-FC009_ses-2_task-renewal_fearROIs_bin_SN.csv,sub-FC009_ses-2_task-renewal_fearROIs_bin_BN.csv
HC,FC009,2,renewal,13,14,13,2,sub-FC009_ses-2_task-renewal_fearROIs_bin_SN.csv,sub-FC009_ses-2_task-renewal_fearROIs_bin_BN.csv
HC,FC009,2,renewal,14,15,7,1,sub-FC009_ses-2_task-renewal_fearROIs_bin_SN.csv,sub-FC009_ses-2_task-renewal_fearROIs_bin_BN.csv
HC,FC009,2,renewal,15,16,14,2,sub-FC009_ses-2_task-renewal_fearROIs_bin_SN.csv,sub-FC009_ses-2_task-renewal_fearROIs_bin_BN.csv
HC,FC009,2,renewal,16,17,28,4,sub-FC009_ses-2_task-renewal_fearROIs_bin_SN.csv,sub-FC009_ses-2_task-renewal_fearROIs_bin_BN.csv
HC,FC009,2,renewal,17,18,28,4,sub-FC009_ses-2_task-renewal_fearROIs_bin_SN.csv,sub-FC009_ses-2_task-renewal_fearROIs_bin_BN.csv
HC,FC009,2,renewal,18,19,26,4,sub-FC009_ses-2_task-renewal_fearROIs_bin_SN.csv,sub-FC009_ses-2_task-renewal_fearROIs_bin_BN.csv
HC,FC009,2,renewal,19,20,3,1,sub-FC009_ses-2_task-renewal_fearROIs_bin_SN.csv,sub-FC009_ses-2_task-renewal_fearROIs_bin_BN.csv
HC,FC009,2,renewal,20,21,18,3,sub-FC009_ses-2_task-renewal_fearROIs_bin_SN.csv,sub-FC009_ses-2_task-renewal_fearROIs_bin_BN.csv
HC,FC009,2,renewal,21,22,17,1,sub-FC009_ses-2_task-renewal_fearROIs_bin_SN.csv,sub-FC009_ses-2_task-renewal_fearROIs_bin_BN.csv
HC,FC009,2,renewal,22,23,15,2,sub-FC009_ses-2_task-renewal_fearROIs_bin_SN.csv,sub-FC009_ses-2_task-renewal_fearROIs_bin_BN.csv
HC,FC009,2,renewal,23,24,32,4,sub-FC009_ses-2_task-renewal_fearROIs_bin_SN.csv,sub-FC009_ses-2_task-renewal_fearROIs_bin_BN.csv
HC,FC009,2,renewal,24,25,17,1,sub-FC009_ses-2_task-renewal_fearROIs_bin_SN.csv,sub-FC009_ses-2_task-renewal_fearROIs_bin_BN.csv
HC,FC009,2,renewal,25,26,31,4,sub-FC009_ses-2_task-renewal_fearROIs_bin_SN.csv,sub-FC009_ses-2_task-renewal_fearROIs_bin_BN.csv
HC,FC009,2,renewal,26,27,32,4,sub-FC009_ses-2_task-renewal_fearROIs_bin_SN.csv,sub-FC009_ses-2_task-renewal_fearROIs_bin_BN.csv
HC,FC009,2,renewal,27,28,32,4,sub-FC009_ses-2_task-renewal_fearROIs_bin_SN.csv,sub-FC009_ses-2_task-renewal_fearROIs_bin_BN.csv
HC,FC009,2,renewal,28,29,14,2,sub-FC009_ses-2_task-renewal_fearROIs_bin_SN.csv,sub-FC009_ses-2_task-renewal_fearROIs_bin_BN.csv
HC,FC009,2,renewal,29,30,1,1,sub-FC009_ses-2_task-renewal_fearROIs_bin_SN.csv,sub-FC009_ses-2_task-renewal_fearROIs_bin_BN.csv
HC,FC009,2,renewal,30,31,1,1,sub-FC009_ses-2_task-renewal_fearROIs_bin_SN.csv,sub-FC009_ses-2_task-renewal_fearROIs_bin_BN.csv
HC,FC009,2,renewal,31,32,31,4,sub-FC009_ses-2_task-renewal_fearROIs_bin_SN.csv,sub-FC009_ses-2_task-renewal_fearROIs_bin_BN.csv
HC,FC009,2,renewal,32,33,4,3,sub-FC009_ses-2_task-renewal_fearROIs_bin_SN.csv,sub-FC009_ses-2_task-renewal_fearROIs_bin_BN.csv
HC,FC009,2,renewal,33,34,6,1,sub-FC009_ses-2_task-renewal_fearROIs_bin_SN.csv,sub-FC009_ses-2_task-renewal_fearROIs_bin_BN.csv
HC,FC009,2,renewal,34,35,21,1,sub-FC009_ses-2_task-renewal_fearROIs_bin_SN.csv,sub-FC009_ses-2_task-renewal_fearROIs_bin_BN.csv
HC,FC009,2,renewal,35,36,28,4,sub-FC009_ses-2_task-renewal_fearROIs_bin_SN.csv,sub-FC009_ses-2_task-renewal_fearROIs_bin_BN.csv
HC,FC009,2,renewal,36,37,2,1,sub-FC009_ses-2_task-renewal_fearROIs_bin_SN.csv,sub-FC009_ses-2_task-renewal_fearROIs_bin_BN.csv
HC,FC009,2,renewal,37,38,17,1,sub-FC009_ses-2_task-renewal_fearROIs_bin_SN.csv,sub-FC009_ses-2_task-renewal_fearROIs_bin_BN.csv
HC,FC009,2,renewal,38,39,17,1,sub-FC009_ses-2_task-renewal_fearROIs_bin_SN.csv,sub-FC009_ses-2_task-renewal_fearROIs_bin_BN.csv
HC,FC009,2,renewal,39,40,27,4,sub-FC009_ses-2_task-renewal_fearROIs_bin_SN.csv,sub-FC009_ses-2_task-renewal_fearROIs_bin_BN.csv
HC,FC009,2,renewal,40,41,14,2,sub-FC009_ses-2_task-renewal_fearROIs_bin_SN.csv,sub-FC009_ses-2_task-renewal_fearROIs_bin_BN.csv
HC,FC009,2,renewal,41,42,31,4,sub-FC009_ses-2_task-renewal_fearROIs_bin_SN.csv,sub-FC009_ses-2_task-renewal_fearROIs_bin_BN.csv
HC,FC009,2,renewal,42,43,20,3,sub-FC009_ses-2_task-renewal_fearROIs_bin_SN.csv,sub-FC009_ses-2_task-renewal_fearROIs_bin_BN.csv
HC,FC009,2,renewal,43,44,7,1,sub-FC009_ses-2_task-renewal_fearROIs_bin_SN.csv,sub-FC009_ses-2_task-renewal_fearROIs_bin_BN.csv
HC,FC009,2,renewal,44,45,2,1,sub-FC009_ses-2_task-renewal_fearROIs_bin_SN.csv,sub-FC009_ses-2_task-renewal_fearROIs_bin_BN.csv
HC,FC009,2,renewal,45,46,14,2,sub-FC009_ses-2_task-renewal_fearROIs_bin_SN.csv,sub-FC009_ses-2_task-renewal_fearROIs_bin_BN.csv
HC,FC009,2,renewal,46,47,25,1,sub-FC009_ses-2_task-renewal_fearROIs_bin_SN.csv,sub-FC009_ses-2_task-renewal_fearROIs_bin_BN.csv
HC,FC009,2,renewal,47,48,24,4,sub-FC009_ses-2_task-renewal_fearROIs_bin_SN.csv,sub-FC009_ses-2_task-renewal_fearROIs_bin_BN.csv
HC,FC009,2,renewal,48,49,16,4,sub-FC009_ses-2_task-renewal_fearROIs_bin_SN.csv,sub-FC009_ses-2_task-renewal_fearROIs_bin_BN.csv
HC,FC009,2,renewal,49,50,31,4,sub-FC009_ses-2_task-renewal_fearROIs_bin_SN.csv,sub-FC009_ses-2_task-renewal_fearROIs_bin_BN.csv
HC,FC009,2,renewal,50,51,3,1,sub-FC009_ses-2_task-renewal_fearROIs_bin_SN.csv,sub-FC009_ses-2_task-renewal_fearROIs_bin_BN.csv
HC,FC009,2,renewal,51,52,2,1,sub-FC009_ses-2_task-renewal_fearROIs_bin_SN.csv,sub-FC009_ses-2_task-renewal_fearROIs_bin_BN.csv
HC,FC009,2,renewal,52,53,5,1,sub-FC009_ses-2_task-renewal_fearROIs_bin_SN.csv,sub-FC009_ses-2_task-renewal_fearROIs_bin_BN.csv
HC,FC009,2,renewal,53,54,7,1,sub-FC009_ses-2_task-renewal_fearROIs_bin_SN.csv,sub-FC009_ses-2_task-renewal_fearROIs_bin_BN.csv
HC,FC009,2,renewal,54,55,16,4,sub-FC009_ses-2_task-renewal_fearROIs_bin_SN.csv,sub-FC009_ses-2_task-renewal_fearROIs_bin_BN.csv
HC,FC009,2,renewal,55,56,9,1,sub-FC009_ses-2_task-renewal_fearROIs_bin_SN.csv,sub-FC009_ses-2_task-renewal_fearROIs_bin_BN.csv
HC,FC009,2,renewal,56,57,9,1,sub-FC009_ses-2_task-renewal_fearROIs_bin_SN.csv,sub-FC009_ses-2_task-renewal_fearROIs_bin_BN.csv
HC,FC009,2,renewal,57,58,2,1,sub-FC009_ses-2_task-renewal_fearROIs_bin_SN.csv,sub-FC009_ses-2_task-renewal_fearROIs_bin_BN.csv
HC,FC009,2,renewal,58,59,24,4,sub-FC009_ses-2_task-renewal_fearROIs_bin_SN.csv,sub-FC009_ses-2_task-renewal_fearROIs_bin_BN.csv
HC,FC009,2,renewal,59,60,20,3,sub-FC009_ses-2_task-renewal_fearROIs_bin_SN.csv,sub-FC009_ses-2_task-renewal_fearROIs_bin_BN.csv
HC,FC009,2,renewal,60,61,17,1,sub-FC009_ses-2_task-renewal_fearROIs_bin_SN.csv,sub-FC009_ses-2_task-renewal_fearROIs_bin_BN.csv
HC,FC009,2,renewal,61,62,9,1,sub-FC009_ses-2_task-renewal_fearROIs_bin_SN.csv,sub-FC009_ses-2_task-renewal_fearROIs_bin_BN.csv
HC,FC009,2,renewal,62,63,23,4,sub-FC009_ses-2_task-renewal_fearROIs_bin_SN.csv,sub-FC009_ses-2_task-renewal_fearROIs_bin_BN.csv
HC,FC009,2,renewal,63,64,2,1,sub-FC009_ses-2_task-renewal_fearROIs_bin_SN.csv,sub-FC009_ses-2_task-renewal_fearROIs_bin_BN.csv
HC,FC009,2,renewal,64,65,4,3,sub-FC009_ses-2_task-renewal_fearROIs_bin_SN.csv,sub-FC009_ses-2_task-renewal_fearROIs_bin_BN.csv
HC,FC009,2,renewal,65,66,14,2,sub-FC009_ses-2_task-renewal_fearROIs_bin_SN.csv,sub-FC009_ses-2_task-renewal_fearROIs_bin_BN.csv
HC,FC009,2,renewal,66,67,29,2,sub-FC009_ses-2_task-renewal_fearROIs_bin_SN.csv,sub-FC009_ses-2_task-renewal_fearROIs_bin_BN.csv
HC,FC009,2,renewal,67,68,32,4,sub-FC009_ses-2_task-renewal_fearROIs_bin_SN.csv,sub-FC009_ses-2_task-renewal_fearROIs_bin_BN.csv
HC,FC009,2,renewal,68,69,32,4,sub-FC009_ses-2_task-renewal_fearROIs_bin_SN.csv,sub-FC009_ses-2_task-renewal_fearROIs_bin_BN.csv
HC,FC009,2,renewal,69,70,32,4,sub-FC009_ses-2_task-renewal_fearROIs_bin_SN.csv,sub-FC009_ses-2_task-renewal_fearROIs_bin_BN.csv
HC,FC009,2,renewal,70,71,32,4,sub-FC009_ses-2_task-renewal_fearROIs_bin_SN.csv,sub-FC009_ses-2_task-renewal_fearROIs_bin_BN.csv
HC,FC009,2,renewal,71,72,32,4,sub-FC009_ses-2_task-renewal_fearROIs_bin_SN.csv,sub-FC009_ses-2_task-renewal_fearROIs_bin_BN.csv
HC,FC009,2,renewal,72,73,31,4,sub-FC009_ses-2_task-renewal_fearROIs_bin_SN.csv,sub-FC009_ses-2_task-renewal_fearROIs_bin_BN.csv
