subset,clinical_variable,feature,n,spearman_rho,p_value,correction_method,p_corrected,reject_corrected,file_name,path,rank_in_file,sort_col,sort_value,formula,term,beta,t,r_squared,adj_r_squared,analysis,test,n_group1,n_group2,group1,group2,mean_group1,mean_group2,median_group1,median_group2,delta_mean_group1_minus_group2,statistic,cohen_d_group1_minus_group2,cliffs_delta_group1_minus_group2,result_type,task_scope,task,clinical_scope,p_bonferroni,reject_bonferroni,p_holm,reject_holm,n_tests_in_scope,family,hypothesis,manuscript_note,matched_pattern,feature_task_scope,source
,,dyn_Direct_transitions_from_B2_to_B1,,,0.0382240713622033,holm,0.0764481427244066,False,group_tests_confirmatory.csv,/mnt/d/Thesis Masters/thesis-runs/ELA_run_5ROI/_merged_fit_runs_ela_5ROI/merge_renewal_ela_5ROI/ELA_features/confirmatory_analysis_v3_notaskfilter/group_tests_confirmatory.csv,4,p_value,0.0382240713622033,,,,,,,group_overall,mannwhitney_u,24.0,24.0,HC,PTSD,0.0560351666666666,0.0451115,0.05303,0.045921,0.0109236666666666,389.0,0.6656983020702546,0.3506944444444444,,all,,,0.0764481427244066,False,0.0764481427244066,False,2.0,peripheral_to_major_edges,Threat-like B2 to all-off B1 return route,,dyn_Direct_transitions_from_B2_to_B1,,/mnt/d/Thesis Masters/thesis-runs/codebase/ela_primary_feature_list_template.csv
,,peripheral_transition_rate_TR_P_to_Pprime,,,0.2159208684179424,holm,0.6477626052538273,False,group_tests_confirmatory.csv,/mnt/d/Thesis Masters/thesis-runs/ELA_run_5ROI/_merged_fit_runs_ela_5ROI/merge_renewal_ela_5ROI/ELA_features/confirmatory_analysis_v3_notaskfilter/group_tests_confirmatory.csv,5,p_value,0.2159208684179424,,,,,,,group_overall,mannwhitney_u,24.0,24.0,HC,PTSD,0.0390512390384054,0.0364267828241342,0.0373155109997214,0.0261154657823333,0.0026244562142711,348.5,0.0942735140980761,0.2100694444444444,,all,,,0.6477626052538273,False,0.6477626052538273,False,3.0,major_peripheral_dynamics,Movement among peripheral threat/safety basins,,peripheral_transition_rate_TR_P_to_Pprime,,/mnt/d/Thesis Masters/thesis-runs/codebase/ela_primary_feature_list_template.csv
,,event_trial_type_hrf4__CSplus_staying_rate_major_SR_A_to_A,,,0.229060542531342,holm,0.458121085062684,False,group_tests_confirmatory.csv,/mnt/d/Thesis Masters/thesis-runs/ELA_run_5ROI/_merged_fit_runs_ela_5ROI/merge_renewal_ela_5ROI/ELA_features/confirmatory_analysis_v3_notaskfilter/group_tests_confirmatory.csv,6,p_value,0.229060542531342,,,,,,,group_overall,mannwhitney_u,24.0,23.0,HC,PTSD,0.2285046344672781,0.2770391279867776,0.244047619047619,0.3043478260869565,-0.0485344935194995,219.0,-0.4006385702326807,-0.2065217391304347,,acquisition,,,0.458121085062684,False,0.458121085062684,False,2.0,acquisition_threat_learning,CS+ major-basin staying during acquisition,,event_trial_type_hrf4__CSplus_staying_rate_major_SR_A_to_A,,/mnt/d/Thesis Masters/thesis-runs/codebase/ela_primary_feature_list_template.csv
,,dyn_Direct_transitions_from_B3_to_B4,,,0.2439892008367257,holm,0.2439892008367257,False,group_tests_confirmatory.csv,/mnt/d/Thesis Masters/thesis-runs/ELA_run_5ROI/_merged_fit_runs_ela_5ROI/merge_renewal_ela_5ROI/ELA_features/confirmatory_analysis_v3_notaskfilter/group_tests_confirmatory.csv,7,p_value,0.2439892008367257,,,,,,,group_overall,mannwhitney_u,24.0,24.0,HC,PTSD,0.0559593333333333,0.0489412083333333,0.057902,0.051136,0.0070181249999999,345.0,0.3649498773622842,0.1979166666666666,,all,,,0.4879784016734514,False,0.2439892008367257,False,2.0,peripheral_to_major_edges,Safety-like B3 to all-on B4 return route,,dyn_Direct_transitions_from_B3_to_B4,,/mnt/d/Thesis Masters/thesis-runs/codebase/ela_primary_feature_list_template.csv
,,event_trial_type_hrf4__CSminus_freq_B3,,,0.2610454478032313,holm,0.5220908956064627,False,group_tests_confirmatory.csv,/mnt/d/Thesis Masters/thesis-runs/ELA_run_5ROI/_merged_fit_runs_ela_5ROI/merge_renewal_ela_5ROI/ELA_features/confirmatory_analysis_v3_notaskfilter/group_tests_confirmatory.csv,8,p_value,0.2610454478032313,,,,,,,group_overall,mannwhitney_u,24.0,24.0,HC,PTSD,0.2151220771462411,0.177688859636948,0.2041666666666666,0.1574074074074073,0.037433217509293,343.0,0.3217930003850199,0.1909722222222222,,all,,,0.5220908956064627,False,0.5220908956064627,False,2.0,event_threat_safety,CS− recruitment of safety-like B3,,event_trial_type_hrf4__CSminus_freq_B3,,/mnt/d/Thesis Masters/thesis-runs/codebase/ela_primary_feature_list_template.csv
,,dwell_max_B4,,,0.3066920668860926,holm,0.6133841337721853,False,group_tests_confirmatory.csv,/mnt/d/Thesis Masters/thesis-runs/ELA_run_5ROI/_merged_fit_runs_ela_5ROI/merge_renewal_ela_5ROI/ELA_features/confirmatory_analysis_v3_notaskfilter/group_tests_confirmatory.csv,9,p_value,0.3066920668860926,,,,,,,group_overall,mannwhitney_u,24.0,24.0,HC,PTSD,3.7916666666666665,4.208333333333333,3.0,4.0,-0.4166666666666665,239.5,-0.255938802778767,-0.1684027777777778,,baseline,,,0.6133841337721853,False,0.6133841337721853,False,2.0,baseline_control,Baseline max dwell in all-on basin,,dwell_max_B4,,/mnt/d/Thesis Masters/thesis-runs/codebase/ela_primary_feature_list_template.csv
,,peripheral_to_major_rate,,,0.375166331935324,holm,0.750332663870648,False,group_tests_confirmatory.csv,/mnt/d/Thesis Masters/thesis-runs/ELA_run_5ROI/_merged_fit_runs_ela_5ROI/merge_renewal_ela_5ROI/ELA_features/confirmatory_analysis_v3_notaskfilter/group_tests_confirmatory.csv,10,p_value,0.375166331935324,,,,,,,group_overall,mannwhitney_u,24.0,24.0,HC,PTSD,0.2169249024524772,0.2049595892442767,0.2124060150375938,0.2116204690831556,0.0119653132082005,331.5,0.3418043478819201,0.1510416666666666,,all,,,1.0,False,0.750332663870648,False,3.0,major_peripheral_dynamics,Summary return from peripheral to major basins,,peripheral_to_major_rate,,/mnt/d/Thesis Masters/thesis-runs/codebase/ela_primary_feature_list_template.csv
,,staying_rate_major_SR_A_to_A,,,0.3808478181551693,holm,0.750332663870648,False,group_tests_confirmatory.csv,/mnt/d/Thesis Masters/thesis-runs/ELA_run_5ROI/_merged_fit_runs_ela_5ROI/merge_renewal_ela_5ROI/ELA_features/confirmatory_analysis_v3_notaskfilter/group_tests_confirmatory.csv,11,p_value,0.3808478181551693,,,,,,,group_overall,mannwhitney_u,24.0,24.0,HC,PTSD,0.2647281345215639,0.2745273650445319,0.2459413459020685,0.26800460917995,-0.009799230522968,245.0,-0.1039481286665122,-0.1493055555555555,,all,,,1.0,False,0.750332663870648,False,3.0,major_peripheral_dynamics,Major-basin staying/locking,,staying_rate_major_SR_A_to_A,,/mnt/d/Thesis Masters/thesis-runs/codebase/ela_primary_feature_list_template.csv
,,basin_entropy,,,0.3921551216382412,holm,0.3921551216382412,False,group_tests_confirmatory.csv,/mnt/d/Thesis Masters/thesis-runs/ELA_run_5ROI/_merged_fit_runs_ela_5ROI/merge_renewal_ela_5ROI/ELA_features/confirmatory_analysis_v3_notaskfilter/group_tests_confirmatory.csv,12,p_value,0.3921551216382412,,,,,,,group_overall,mannwhitney_u,24.0,24.0,HC,PTSD,0.9556473589044212,0.9304664478219818,0.9626721687330584,0.957316951672198,0.0251809110824394,330.0,0.462641574926849,0.1458333333333333,,all,,,0.3921551216382412,False,0.3921551216382412,False,1.0,flexibility,Basin repertoire/flexibility,,basin_entropy,,/mnt/d/Thesis Masters/thesis-runs/codebase/ela_primary_feature_list_template.csv
,,lingering_score_SR_AA_plus_SR_PP,,,0.4641699943597949,holm,0.9283399887195898,False,group_tests_confirmatory.csv,/mnt/d/Thesis Masters/thesis-runs/ELA_run_5ROI/_merged_fit_runs_ela_5ROI/merge_renewal_ela_5ROI/ELA_features/confirmatory_analysis_v3_notaskfilter/group_tests_confirmatory.csv,13,p_value,0.4641699943597949,,,,,,,group_overall,mannwhitney_u,24.0,24.0,HC,PTSD,0.359884106958455,0.3660301242894659,0.3478395061728395,0.3788801735647529,-0.0061460173310109,252.0,-0.0673379423194207,-0.125,,all,,,0.9283399887195898,False,0.9283399887195898,False,2.0,summary_scores,Generalized lingering score,,lingering_score_SR_AA_plus_SR_PP,,/mnt/d/Thesis Masters/thesis-runs/codebase/ela_primary_feature_list_template.csv
,,traveling_score_TR_AA_over_TR_PP,,,0.5616362772902412,holm,0.9283399887195898,False,group_tests_confirmatory.csv,/mnt/d/Thesis Masters/thesis-runs/ELA_run_5ROI/_merged_fit_runs_ela_5ROI/merge_renewal_ela_5ROI/ELA_features/confirmatory_analysis_v3_notaskfilter/group_tests_confirmatory.csv,14,p_value,0.5616362772902412,,,,,,,group_overall,mannwhitney_u,24.0,21.0,HC,PTSD,6.269907407407408,8.244480519480518,4.4,6.0,-1.9745731120731105,226.0,-0.3177069579956287,-0.1031746031746031,,all,,,1.0,False,0.9283399887195898,False,2.0,summary_scores,Generalized traveling score,,traveling_score_TR_AA_over_TR_PP,,/mnt/d/Thesis Masters/thesis-runs/codebase/ela_primary_feature_list_template.csv
,,event_trial_type_hrf4__CSplus_freq_B2,,,0.6471708964046265,holm,0.6471708964046265,False,group_tests_confirmatory.csv,/mnt/d/Thesis Masters/thesis-runs/ELA_run_5ROI/_merged_fit_runs_ela_5ROI/merge_renewal_ela_5ROI/ELA_features/confirmatory_analysis_v3_notaskfilter/group_tests_confirmatory.csv,15,p_value,0.6471708964046265,,,,,,,group_overall,mannwhitney_u,24.0,23.0,HC,PTSD,0.2283829538712483,0.2053496678221615,0.2291666666666666,0.217391304347826,0.0230332860490867,298.0,0.2003922619336833,0.0797101449275362,,all,,,1.0,False,0.6471708964046265,False,2.0,event_threat_safety,CS+ recruitment of threat-like B2,,event_trial_type_hrf4__CSplus_freq_B2,,/mnt/d/Thesis Masters/thesis-runs/codebase/ela_primary_feature_list_template.csv
,,event_trial_type_hrf4__CSplus_major_to_peripheral_rate,,,0.6702082319638307,holm,0.6702082319638307,False,group_tests_confirmatory.csv,/mnt/d/Thesis Masters/thesis-runs/ELA_run_5ROI/_merged_fit_runs_ela_5ROI/merge_renewal_ela_5ROI/ELA_features/confirmatory_analysis_v3_notaskfilter/group_tests_confirmatory.csv,16,p_value,0.6702082319638307,,,,,,,group_overall,mannwhitney_u,24.0,23.0,HC,PTSD,0.240140696870117,0.221667727296143,0.2136363636363636,0.217391304347826,0.0184729695739739,296.5,0.2345465642660995,0.0742753623188405,,acquisition,,,1.0,False,0.6702082319638307,False,2.0,acquisition_threat_learning,CS+ movement from global to peripheral basins during acquisition,,event_trial_type_hrf4__CSplus_major_to_peripheral_rate,,/mnt/d/Thesis Masters/thesis-runs/codebase/ela_primary_feature_list_template.csv
,,event_trial_type_hrf4__CSplus_within_peripheral_rate_including_stay,,,0.814747726578697,holm,1.0,False,group_tests_confirmatory.csv,/mnt/d/Thesis Masters/thesis-runs/ELA_run_5ROI/_merged_fit_runs_ela_5ROI/merge_renewal_ela_5ROI/ELA_features/confirmatory_analysis_v3_notaskfilter/group_tests_confirmatory.csv,17,p_value,0.814747726578697,,,,,,,group_overall,mannwhitney_u,24.0,23.0,HC,PTSD,0.1386522724170627,0.1294009600297017,0.1249999999999999,0.1153846153846153,0.009251312387361,287.5,0.0923699262114991,0.0416666666666666,,extinction,,,1.0,False,1.0,False,2.0,extinction_peripheral_dynamics,CS+ retention within peripheral basin space,,event_trial_type_hrf4__CSplus_within_peripheral_rate_including_stay,,/mnt/d/Thesis Masters/thesis-runs/codebase/ela_primary_feature_list_template.csv
,,dwell_max_B1,,,0.957414487788932,holm,0.957414487788932,False,group_tests_confirmatory.csv,/mnt/d/Thesis Masters/thesis-runs/ELA_run_5ROI/_merged_fit_runs_ela_5ROI/merge_renewal_ela_5ROI/ELA_features/confirmatory_analysis_v3_notaskfilter/group_tests_confirmatory.csv,18,p_value,0.957414487788932,,,,,,,group_overall,mannwhitney_u,24.0,24.0,HC,PTSD,4.666666666666667,4.5,4.5,4.0,0.1666666666666669,291.0,0.1182804617842808,0.0104166666666666,,baseline,,,1.0,False,0.957414487788932,False,2.0,baseline_control,Baseline max dwell in all-off basin,,dwell_max_B1,,/mnt/d/Thesis Masters/thesis-runs/codebase/ela_primary_feature_list_template.csv
,,event_trial_type_hrf4__CSplus_peripheral_transition_rate_TR_P_to_Pprime,,,0.9826652836765905,holm,1.0,False,group_tests_confirmatory.csv,/mnt/d/Thesis Masters/thesis-runs/ELA_run_5ROI/_merged_fit_runs_ela_5ROI/merge_renewal_ela_5ROI/ELA_features/confirmatory_analysis_v3_notaskfilter/group_tests_confirmatory.csv,19,p_value,0.9826652836765905,,,,,,,group_overall,mannwhitney_u,24.0,23.0,HC,PTSD,0.041165029486953,0.0472380808710183,0.0416666666666666,0.04,-0.0060730513840653,277.5,-0.1255858039670505,0.0054347826086956,,extinction,,,1.0,False,1.0,False,2.0,extinction_peripheral_dynamics,CS+ peripheral movement during extinction,,event_trial_type_hrf4__CSplus_peripheral_transition_rate_TR_P_to_Pprime,,/mnt/d/Thesis Masters/thesis-runs/codebase/ela_primary_feature_list_template.csv
,BAI_pre,traveling_score_TR_AA_over_TR_PP,45.0,0.5541476450784698,7.836299381394723e-05,holm,0.0001567259876278,True,primary_results_for_manuscript.csv,/mnt/d/Thesis Masters/thesis-runs/ELA_run_5ROI/_merged_fit_runs_ela_5ROI/merge_renewal_ela_5ROI/ELA_features/confirmatory_analysis_v3_notaskfilter/primary_results_for_manuscript.csv,1,p_value,7.836299381394723e-05,,,,,,,,,,,,,,,,,,,,,clinical_spearman,all_tasks,all,all,0.0001567259876278,True,0.0001567259876278,True,2.0,summary_scores,Generalized traveling score,corrected_significant,,,
,BAI_pre,peripheral_transition_rate_TR_P_to_Pprime,48.0,-0.4255034160177794,0.0025698246438365,holm,0.0077094739315097,True,primary_results_for_manuscript.csv,/mnt/d/Thesis Masters/thesis-runs/ELA_run_5ROI/_merged_fit_runs_ela_5ROI/merge_renewal_ela_5ROI/ELA_features/confirmatory_analysis_v3_notaskfilter/primary_results_for_manuscript.csv,2,p_value,0.0025698246438365,,,,,,,,,,,,,,,,,,,,,clinical_spearman,all_tasks,all,all,0.0077094739315097,True,0.0077094739315097,True,3.0,major_peripheral_dynamics,Movement among peripheral threat/safety basins,corrected_significant,,,
,BAI_pre,traveling_score_TR_AA_over_TR_PP,21.0,0.6194662771153647,0.002746688000354,holm,0.005493376000708,True,primary_results_for_manuscript.csv,/mnt/d/Thesis Masters/thesis-runs/ELA_run_5ROI/_merged_fit_runs_ela_5ROI/merge_renewal_ela_5ROI/ELA_features/confirmatory_analysis_v3_notaskfilter/primary_results_for_manuscript.csv,3,p_value,0.002746688000354,,,,,,,,,,,,,,,,,,,,,clinical_spearman,all_tasks,all,PTSD,0.005493376000708,True,0.005493376000708,True,2.0,summary_scores,Generalized traveling score,corrected_significant,,,
,BAI_pre,dyn_Direct_transitions_from_B3_to_B4,24.0,0.5438315790173375,0.0060156822864541,holm,0.0120313645729082,True,primary_results_for_manuscript.csv,/mnt/d/Thesis Masters/thesis-runs/ELA_run_5ROI/_merged_fit_runs_ela_5ROI/merge_renewal_ela_5ROI/ELA_features/confirmatory_analysis_v3_notaskfilter/primary_results_for_manuscript.csv,4,p_value,0.0060156822864541,,,,,,,,,,,,,,,,,,,,,clinical_spearman,all_tasks,all,HC,0.0120313645729082,True,0.0120313645729082,True,2.0,peripheral_to_major_edges,Safety-like B3 to all-on B4 return route,corrected_significant,,,
,,event_trial_type_onset__CSminus_freq_B3,,,0.0062634239848438,holm,0.0125268479696876,True,primary_results_for_manuscript.csv,/mnt/d/Thesis Masters/thesis-runs/ELA_run_5ROI/_merged_fit_runs_ela_5ROI/merge_renewal_ela_5ROI/ELA_features/confirmatory_analysis_v3_notaskfilter/primary_results_for_manuscript.csv,5,p_value,0.0062634239848438,,,,,,,group_overall,mannwhitney_u,24.0,24.0,,,0.2539487537722795,0.1978196239447192,0.2546296296296296,0.1726190476190475,0.0561291298275602,421.0,0.6403040261756398,0.4618055555555556,overall_group_test,renewal,,,0.0125268479696876,True,0.0125268479696876,True,2.0,renewal_safety_retrieval,CS− safety-like B3 occupancy during renewal,corrected_significant,,,
,,dyn_Direct_transitions_from_B2_to_B1,48.0,,0.0065773764398506,holm,0.0131547528797012,True,primary_results_for_manuscript.csv,/mnt/d/Thesis Masters/thesis-runs/ELA_run_5ROI/_merged_fit_runs_ela_5ROI/merge_renewal_ela_5ROI/ELA_features/confirmatory_analysis_v3_notaskfilter/primary_results_for_manuscript.csv,6,p_value,0.0065773764398506,,C(group)[T.PTSD],-0.0162257513167247,-2.852942739492288,,,,,,,,,,,,,,,,,covariate_model,all,,,0.0131547528797012,True,0.0131547528797012,True,2.0,peripheral_to_major_edges,Threat-like B2 to all-off B1 return route,corrected_significant,,,
,,event_trial_type_onset__CSminus_freq_B1,,,0.0071173538619583,holm,0.0125268479696876,True,primary_results_for_manuscript.csv,/mnt/d/Thesis Masters/thesis-runs/ELA_run_5ROI/_merged_fit_runs_ela_5ROI/merge_renewal_ela_5ROI/ELA_features/confirmatory_analysis_v3_notaskfilter/primary_results_for_manuscript.csv,7,p_value,0.0071173538619583,,,,,,,group_overall,mannwhitney_u,24.0,24.0,,,0.3438191380292204,0.4211106769921606,0.3670033670033669,0.4082491582491582,-0.0772915389629401,157.0,-0.9018245496539744,-0.4548611111111111,overall_group_test,renewal,,,0.0142347077239167,True,0.0125268479696876,True,2.0,renewal_safety_retrieval,CS− all-off occupancy during renewal,corrected_significant,,,
,IUS,event_trial_type_onset__CSminus_freq_B3,47.0,-0.3818120353166109,0.0080910561373749,holm,0.0161821122747498,True,primary_results_for_manuscript.csv,/mnt/d/Thesis Masters/thesis-runs/ELA_run_5ROI/_merged_fit_runs_ela_5ROI/merge_renewal_ela_5ROI/ELA_features/confirmatory_analysis_v3_notaskfilter/primary_results_for_manuscript.csv,8,p_value,0.0080910561373749,,,,,,,,,,,,,,,,,,,,,clinical_spearman,all_tasks,all,all,0.0161821122747498,True,0.0161821122747498,True,2.0,renewal_safety_retrieval,CS− safety-like B3 occupancy during renewal,corrected_significant,,,
,SAI_pre,event_trial_type_hrf4__CSplus_freq_B4,23.0,0.524175954536858,0.0102441720751768,holm,0.0102441720751768,True,primary_results_for_manuscript.csv,/mnt/d/Thesis Masters/thesis-runs/ELA_run_5ROI/_merged_fit_runs_ela_5ROI/merge_renewal_ela_5ROI/ELA_features/confirmatory_analysis_v3_notaskfilter/primary_results_for_manuscript.csv,9,p_value,0.0102441720751768,,,,,,,,,,,,,,,,,,,,,clinical_spearman,all_tasks,all,PTSD,0.0102441720751768,True,0.0102441720751768,True,1.0,global_locking,CS+ all-on/global locking,corrected_significant,,,
,SAI_pre,event_trial_type_onset__CSminus_freq_B1,24.0,-0.5118610212057937,0.0105617955858062,holm,0.0211235911716124,True,primary_results_for_manuscript.csv,/mnt/d/Thesis Masters/thesis-runs/ELA_run_5ROI/_merged_fit_runs_ela_5ROI/merge_renewal_ela_5ROI/ELA_features/confirmatory_analysis_v3_notaskfilter/primary_results_for_manuscript.csv,10,p_value,0.0105617955858062,,,,,,,,,,,,,,,,,,,,,clinical_spearman,all_tasks,all,HC,0.0211235911716124,True,0.0211235911716124,True,2.0,renewal_safety_retrieval,CS− all-off occupancy during renewal,corrected_significant,,,
,BAI_pre,basin_entropy,48.0,-0.360335371068299,0.0118757366435913,holm,0.0118757366435913,True,primary_results_for_manuscript.csv,/mnt/d/Thesis Masters/thesis-runs/ELA_run_5ROI/_merged_fit_runs_ela_5ROI/merge_renewal_ela_5ROI/ELA_features/confirmatory_analysis_v3_notaskfilter/primary_results_for_manuscript.csv,11,p_value,0.0118757366435913,,,,,,,,,,,,,,,,,,,,,clinical_spearman,all_tasks,all,all,0.0118757366435913,True,0.0118757366435913,True,1.0,flexibility,Basin repertoire/flexibility,corrected_significant,,,
,BAI_pre,event_trial_type_hrf4__CSplus_freq_B2,23.0,-0.5074223167490685,0.0134541891955426,holm,0.0269083783910852,True,primary_results_for_manuscript.csv,/mnt/d/Thesis Masters/thesis-runs/ELA_run_5ROI/_merged_fit_runs_ela_5ROI/merge_renewal_ela_5ROI/ELA_features/confirmatory_analysis_v3_notaskfilter/primary_results_for_manuscript.csv,12,p_value,0.0134541891955426,,,,,,,,,,,,,,,,,,,,,clinical_spearman,all_tasks,all,PTSD,0.0269083783910852,True,0.0269083783910852,True,2.0,event_threat_safety,CS+ recruitment of threat-like B2,corrected_significant,,,
,SAI_pre,event_trial_type_onset__CSminus_freq_B3,24.0,0.4843002278309323,0.0164774489944557,holm,0.0211235911716124,True,primary_results_for_manuscript.csv,/mnt/d/Thesis Masters/thesis-runs/ELA_run_5ROI/_merged_fit_runs_ela_5ROI/merge_renewal_ela_5ROI/ELA_features/confirmatory_analysis_v3_notaskfilter/primary_results_for_manuscript.csv,13,p_value,0.0164774489944557,,,,,,,,,,,,,,,,,,,,,clinical_spearman,all_tasks,all,HC,0.0329548979889114,True,0.0211235911716124,True,2.0,renewal_safety_retrieval,CS− safety-like B3 occupancy during renewal,corrected_significant,,,
,BAI_pre,event_trial_type_hrf4__CSplus_within_peripheral_rate_including_stay,47.0,-0.3448755991937112,0.0175953368953993,holm,0.0351906737907986,True,primary_results_for_manuscript.csv,/mnt/d/Thesis Masters/thesis-runs/ELA_run_5ROI/_merged_fit_runs_ela_5ROI/merge_renewal_ela_5ROI/ELA_features/confirmatory_analysis_v3_notaskfilter/primary_results_for_manuscript.csv,14,p_value,0.0175953368953993,,,,,,,,,,,,,,,,,,,,,clinical_spearman,all_tasks,all,all,0.0351906737907986,True,0.0351906737907986,True,2.0,extinction_peripheral_dynamics,CS+ retention within peripheral basin space,corrected_significant,,,
,BAI_pre,traveling_score_TR_AA_over_TR_PP,24.0,0.4792678371680615,0.0178048504687351,holm,0.0356097009374702,True,primary_results_for_manuscript.csv,/mnt/d/Thesis Masters/thesis-runs/ELA_run_5ROI/_merged_fit_runs_ela_5ROI/merge_renewal_ela_5ROI/ELA_features/confirmatory_analysis_v3_notaskfilter/primary_results_for_manuscript.csv,15,p_value,0.0178048504687351,,,,,,,,,,,,,,,,,,,,,clinical_spearman,all_tasks,all,HC,0.0356097009374702,True,0.0356097009374702,True,2.0,summary_scores,Generalized traveling score,corrected_significant,,,
,BAI_pre,event_trial_type_hrf4__CSplus_within_peripheral_rate_including_stay,23.0,-0.47425748385667,0.0222333658135802,holm,0.0444667316271605,True,primary_results_for_manuscript.csv,/mnt/d/Thesis Masters/thesis-runs/ELA_run_5ROI/_merged_fit_runs_ela_5ROI/merge_renewal_ela_5ROI/ELA_features/confirmatory_analysis_v3_notaskfilter/primary_results_for_manuscript.csv,16,p_value,0.0222333658135802,,,,,,,,,,,,,,,,,,,,,clinical_spearman,all_tasks,all,PTSD,0.0444667316271605,True,0.0444667316271605,True,2.0,extinction_peripheral_dynamics,CS+ retention within peripheral basin space,corrected_significant,,,
,BAI_pre,basin_entropy,24.0,-0.4577533079096129,0.0244965692452401,holm,0.0244965692452401,True,primary_results_for_manuscript.csv,/mnt/d/Thesis Masters/thesis-runs/ELA_run_5ROI/_merged_fit_runs_ela_5ROI/merge_renewal_ela_5ROI/ELA_features/confirmatory_analysis_v3_notaskfilter/primary_results_for_manuscript.csv,17,p_value,0.0244965692452401,,,,,,,,,,,,,,,,,,,,,clinical_spearman,all_tasks,all,PTSD,0.0244965692452401,True,0.0244965692452401,True,1.0,flexibility,Basin repertoire/flexibility,corrected_significant,,,
,,event_trial_type_hrf4__CSplus_freq_B4,,,0.032378204796279,holm,0.032378204796279,True,primary_results_for_manuscript.csv,/mnt/d/Thesis Masters/thesis-runs/ELA_run_5ROI/_merged_fit_runs_ela_5ROI/merge_renewal_ela_5ROI/ELA_features/confirmatory_analysis_v3_notaskfilter/primary_results_for_manuscript.csv,18,p_value,0.032378204796279,,,,,,,group_overall,mannwhitney_u,24.0,23.0,,,0.2957396425601293,0.3654487168440317,0.2958333333333333,0.3846153846153846,-0.0697090742839023,175.0,-0.7443763259952534,-0.3659420289855072,overall_group_test,all,,,0.032378204796279,True,0.032378204796279,True,1.0,global_locking,CS+ all-on/global locking,corrected_significant,,,
,BAI_pre,event_trial_type_hrf4__CSplus_freq_B4,24.0,-0.4228342585077422,0.039535241649397,holm,0.039535241649397,True,primary_results_for_manuscript.csv,/mnt/d/Thesis Masters/thesis-runs/ELA_run_5ROI/_merged_fit_runs_ela_5ROI/merge_renewal_ela_5ROI/ELA_features/confirmatory_analysis_v3_notaskfilter/primary_results_for_manuscript.csv,19,p_value,0.039535241649397,,,,,,,,,,,,,,,,,,,,,clinical_spearman,all_tasks,all,HC,0.039535241649397,True,0.039535241649397,True,1.0,global_locking,CS+ all-on/global locking,corrected_significant,,,
