source,target,source_basin_PTSD,target_basin_PTSD,source_basin_label_PTSD,target_basin_label_PTSD,count_PTSD,source_total_PTSD,probability_PTSD,subject_support_count_PTSD,subject_support_prop_PTSD,most_common_source_event_PTSD,most_common_target_event_PTSD,source_basin_HC,target_basin_HC,source_basin_label_HC,target_basin_label_HC,count_HC,source_total_HC,probability_HC,subject_support_count_HC,subject_support_prop_HC,most_common_source_event_HC,most_common_target_event_HC,source_basin,target_basin,source_basin_label,target_basin_label,PTSD_minus_HC_count,PTSD_minus_HC_probability,PTSD_minus_HC_subject_support_count,PTSD_minus_HC_subject_support_prop,abs_probability_difference
25,29,1.0,2.0,Global off,Threat-like,4.0,54.0,0.07407407407407407,3.0,0.125,ITI,ITI,1.0,2.0,Global off,Threat-like,5.0,37.0,0.13513513513513514,5.0,0.20833333333333334,ITI,ITI,1.0,2.0,Global off,Threat-like,-1.0,-0.06106106106106107,-2.0,-0.08333333333333334,0.06106106106106107
26,23,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,4.0,4.0,Global on,Global on,2.0,33.0,0.06060606060606061,1.0,0.041666666666666664,ITI,CS+,4.0,4.0,Global on,Global on,-2.0,-0.06060606060606061,-1.0,-0.041666666666666664,0.06060606060606061
26,2,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,4.0,1.0,Global on,Global off,2.0,33.0,0.06060606060606061,2.0,0.08333333333333333,ITI,ITI,4.0,1.0,Global on,Global off,-2.0,-0.06060606060606061,-2.0,-0.08333333333333333,0.06060606060606061
26,10,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,4.0,1.0,Global on,Global off,2.0,33.0,0.06060606060606061,2.0,0.08333333333333333,CS-,CS-,4.0,1.0,Global on,Global off,-2.0,-0.06060606060606061,-2.0,-0.08333333333333333,0.06060606060606061
30,28,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,4.0,4.0,Global on,Global on,3.0,50.0,0.06,3.0,0.125,ITI,ITI,4.0,4.0,Global on,Global on,-3.0,-0.06,-3.0,-0.125,0.06
4,20,3.0,3.0,Safety-like,Safety-like,11.0,108.0,0.10185185185185185,9.0,0.375,ITI,ITI,3.0,3.0,Safety-like,Safety-like,4.0,94.0,0.0425531914893617,4.0,0.16666666666666666,ITI,ITI,3.0,3.0,Safety-like,Safety-like,7.0,0.059298660362490145,5.0,0.20833333333333334,0.059298660362490145
31,4,4.0,3.0,Global on,Safety-like,8.0,104.0,0.07692307692307693,5.0,0.20833333333333334,ITI,CS+,4.0,3.0,Global on,Safety-like,2.0,112.0,0.017857142857142856,2.0,0.08333333333333333,CS+,CS+,4.0,3.0,Global on,Safety-like,6.0,0.05906593406593407,3.0,0.125,0.05906593406593407
5,2,1.0,1.0,Global off,Global off,1.0,104.0,0.009615384615384616,1.0,0.041666666666666664,ITI,CS+,1.0,1.0,Global off,Global off,5.0,73.0,0.0684931506849315,5.0,0.20833333333333334,ITI,ITI,1.0,1.0,Global off,Global off,-4.0,-0.05887776606954689,-4.0,-0.16666666666666669,0.05887776606954689
23,2,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,4.0,1.0,Global on,Global off,3.0,51.0,0.058823529411764705,2.0,0.08333333333333333,CS+,ITI,4.0,1.0,Global on,Global off,-3.0,-0.058823529411764705,-2.0,-0.08333333333333333,0.058823529411764705
11,5,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,1.0,Global off,Global off,1.0,17.0,0.058823529411764705,1.0,0.041666666666666664,CS+,ITI,1.0,1.0,Global off,Global off,-1.0,-0.058823529411764705,-1.0,-0.041666666666666664,0.058823529411764705
