cohort,source,target,count,source_basin,target_basin,most_common_source_event,most_common_target_event,source_total,probability,subject_support_count,n_subjects_in_cohort,subject_support_prop,source_basin_label,target_basin_label
merged,27,4,4,4,3,ITI,ITI,80,0.05,4,48,0.08333333333333333,Global on,Safety-like
merged,27,18,4,4,3,ITI,ITI,80,0.05,3,48,0.0625,Global on,Safety-like
merged,27,31,4,4,4,ITI,CS+,80,0.05,4,48,0.08333333333333333,Global on,Global on
merged,32,24,20,4,4,ITI,ITI,404,0.04950495049504951,13,48,0.2708333333333333,Global on,Global on
merged,4,18,10,3,3,ITI,ITI,202,0.04950495049504951,9,48,0.1875,Safety-like,Safety-like
merged,8,5,5,3,1,ITI,CS-,101,0.04950495049504951,4,48,0.08333333333333333,Safety-like,Global off
merged,8,16,5,3,4,CS-,CS+,101,0.04950495049504951,5,48,0.10416666666666667,Safety-like,Global on
merged,2,17,12,1,1,ITI,ITI,243,0.04938271604938271,9,48,0.1875,Global off,Global off
merged,2,20,12,1,3,ITI,ITI,243,0.04938271604938271,10,48,0.20833333333333334,Global off,Safety-like
merged,13,2,12,2,1,ITI,ITI,244,0.04918032786885246,12,48,0.25,Threat-like,Global off
merged,1,20,19,1,3,ITI,ITI,389,0.04884318766066838,17,48,0.3541666666666667,Global off,Safety-like
merged,26,20,3,4,3,ITI,ITI,62,0.04838709677419355,3,48,0.0625,Global on,Safety-like
merged,23,5,4,4,1,CS-,CS-,83,0.04819277108433735,4,48,0.08333333333333333,Global on,Global off
merged,23,24,4,4,4,ITI,ITI,83,0.04819277108433735,3,48,0.0625,Global on,Global on
merged,14,9,7,2,1,ITI,CS+,146,0.04794520547945205,7,48,0.14583333333333334,Threat-like,Global off
merged,14,16,7,2,4,CS-,ITI,146,0.04794520547945205,7,48,0.14583333333333334,Threat-like,Global on
merged,15,9,4,2,1,ITI,ITI,84,0.047619047619047616,4,48,0.08333333333333333,Threat-like,Global off
merged,15,29,4,2,2,CS-,CS-,84,0.047619047619047616,4,48,0.08333333333333333,Threat-like,Threat-like
merged,31,2,10,4,1,ITI,ITI,216,0.046296296296296294,8,48,0.16666666666666666,Global on,Global off
merged,31,4,10,4,3,CS+,CS+,216,0.046296296296296294,7,48,0.14583333333333334,Global on,Safety-like
merged,31,17,10,4,1,ITI,ITI,216,0.046296296296296294,8,48,0.16666666666666666,Global on,Global off
merged,20,18,12,3,3,ITI,ITI,260,0.046153846153846156,9,48,0.1875,Safety-like,Safety-like
merged,9,26,7,1,4,ITI,ITI,152,0.046052631578947366,7,48,0.14583333333333334,Global off,Global on
merged,9,32,7,1,4,ITI,ITI,152,0.046052631578947366,7,48,0.14583333333333334,Global off,Global on
merged,24,1,6,4,1,ITI,ITI,132,0.045454545454545456,6,48,0.125,Global on,Global off
merged,24,13,6,4,2,ITI,ITI,132,0.045454545454545456,5,48,0.10416666666666667,Global on,Threat-like
merged,24,31,6,4,4,ITI,ITI,132,0.045454545454545456,5,48,0.10416666666666667,Global on,Global on
