cohort,state,basin,basin_label_readable,is_local_minimum,occupancy,occupancy_prop,cs_delta,prop_CSplus,prop_CSminus,prop_ITI,enriched_event,max_enrichment,enrich_CSplus,enrich_CSminus,enrich_ITI,binary,binary_01,sigma_pattern
HC,11,1,Global off,False,46,0.008491785120915635,-0.21739130434782608,0.21739130434782608,0.43478260869565216,0.34782608695652173,CS-,0.22525704103827723,0.01801895803067638,0.22525704103827723,-0.24327599906895359,1010,1010,-+-+-
HC,24,4,Global on,False,173,0.0319364962156175,-0.16763005780346818,0.09826589595375723,0.2658959537572254,0.6358381502890174,CS-,0.056370386099850484,-0.10110645036339247,0.056370386099850484,0.04473606426354204,11101,11101,+++-+
HC,8,4,Global on,False,92,0.01698357024183127,-0.1630434782608696,0.14130434782608695,0.30434782608695654,0.5543478260869565,CS-,0.09482225842958161,-0.058067998491062756,0.09482225842958161,-0.036754259938518774,11100,11100,+++--
HC,18,3,Safety-like,False,106,0.01956802658297951,-0.1509433962264151,0.10377358490566038,0.25471698113207547,0.6415094339622641,ITI,0.050407347936788804,-0.09559876141148932,0.04519141347470054,0.050407347936788804,10001,10001,+---+
HC,22,4,Global on,False,38,0.007014952925973786,-0.13157894736842107,0.15789473684210525,0.2894736842105263,0.5526315789473685,CS-,0.0799481165531514,-0.04147760947504445,0.0799481165531514,-0.03847050707810684,10101,10101,+-+-+
HC,19,3,Safety-like,False,140,0.02584456341148237,-0.12142857142857141,0.09285714285714286,0.21428571428571427,0.6928571428571428,ITI,0.10175505683166752,-0.10651520346000684,0.004760146628339346,0.10175505683166752,1001,1001,-+--+
HC,20,3,Safety-like,True,312,0.05759645560273214,-0.11217948717948718,0.08333333333333333,0.1955128205128205,0.7211538461538461,ITI,0.13005176012837083,-0.11603901298381637,-0.014012747144554416,0.13005176012837083,11001,11001,++--+
HC,23,4,Global on,False,111,0.020491046704818165,-0.10810810810810811,0.13513513513513514,0.24324324324324326,0.6216216216216216,CS-,0.03371767558586833,-0.06423721118201456,0.03371767558586833,0.030519535596146286,1101,1101,-++-+
HC,3,1,Global off,False,128,0.023629315119069596,-0.09375,0.1640625,0.2578125,0.578125,CS-,0.04828693234262507,-0.0353098463171497,0.04828693234262507,-0.012977086025475315,1000,1000,-+---
HC,17,1,Global off,False,236,0.04356654975078457,-0.08898305084745764,0.1059322033898305,0.19491525423728814,0.6991525423728814,ITI,0.10805045634740607,-0.0934401429273192,-0.014610313420086785,0.10805045634740607,1,1,----+
