cohort,state,occupancy,occupancy_prop,count_CSplus,count_CSminus,count_ITI,count_NONE,prop_CSplus,prop_CSminus,prop_ITI,cs_delta,dominant_event,enriched_event,max_enrichment,enrich_CSplus,enrich_CSminus,enrich_ITI,global_prop_CSplus,global_prop_CSminus,global_prop_ITI,basin,basin_label_readable,local_minimum_state,is_local_minimum,hamming_to_min,energy,binary,binary_01,sigma_pattern
HC,5,197,0.03468920584609966,37,42,118,0,0.18781725888324874,0.2131979695431472,0.5989847715736041,-0.02538071065989847,ITI,ITI,0.016135678423401578,-0.02243102426519289,0.006295345841791339,0.016135678423401578,0.21024828314844163,0.20690262370135587,0.5828490931502025,1,Global off,1,False,1,-0.3969,100,100,--+--
HC,14,182,0.032047895756295124,56,51,75,0,0.3076923076923077,0.2802197802197802,0.41208791208791207,0.027472527472527486,ITI,CS+,0.09744402454386608,0.09744402454386608,0.07331715651842435,-0.17076118106229043,0.21024828314844163,0.20690262370135587,0.5828490931502025,2,Threat-like,13,False,1,-0.0887,10110,10110,+-++-
HC,19,172,0.030287022363092095,28,13,131,0,0.16279069767441862,0.0755813953488372,0.7616279069767442,0.08720930232558141,ITI,ITI,0.1787788138265417,-0.04745758547402301,-0.13132122835251867,0.1787788138265417,0.21024828314844163,0.20690262370135587,0.5828490931502025,3,Safety-like,20,False,1,-0.0935,1001,1001,-+--+
HC,24,153,0.02694136291600634,28,23,102,0,0.1830065359477124,0.1503267973856209,0.6666666666666666,0.0326797385620915,ITI,ITI,0.08381757351646413,-0.02724174720072922,-0.05657582631573496,0.08381757351646413,0.21024828314844163,0.20690262370135587,0.5828490931502025,4,Global on,32,False,1,-0.1411,11101,11101,+++-+
HC,9,152,0.026765275576686037,40,31,81,0,0.2631578947368421,0.20394736842105263,0.5328947368421053,0.05921052631578946,ITI,CS+,0.05290961158840046,0.05290961158840046,-0.002955255280303243,-0.04995435630809719,0.21024828314844163,0.20690262370135587,0.5828490931502025,1,Global off,1,False,1,-0.1511,10,10,---+-
HC,21,151,0.026589188237365734,22,36,93,0,0.1456953642384106,0.23841059602649006,0.6158940397350994,-0.09271523178807947,ITI,ITI,0.03304494658489687,-0.06455291891003104,0.03150797232513419,0.03304494658489687,0.21024828314844163,0.20690262370135587,0.5828490931502025,1,Global off,1,False,2,0.2918999999999999,101,101,--+-+
HC,12,135,0.02377179080824089,34,32,69,0,0.2518518518518518,0.23703703703703705,0.5111111111111111,0.01481481481481478,ITI,CS+,0.0416035687034102,0.0416035687034102,0.030134413335681176,-0.07173798203909143,0.21024828314844163,0.20690262370135587,0.5828490931502025,3,Safety-like,20,False,2,0.2938999999999999,11010,11010,++-+-
HC,10,134,0.023595703468920586,31,33,70,0,0.23134328358208955,0.2462686567164179,0.5223880597014925,-0.014925373134328346,ITI,CS-,0.03936603301506203,0.021095000433647926,0.03936603301506203,-0.06046103344871001,0.21024828314844163,0.20690262370135587,0.5828490931502025,1,Global off,1,False,2,0.3207,10010,10010,+--+-
HC,15,123,0.021658742736397254,31,35,57,0,0.25203252032520324,0.2845528455284553,0.4634146341463415,-0.03252032520325204,ITI,CS-,0.07765022182709941,0.04178423717676161,0.07765022182709941,-0.11943445900386102,0.21024828314844163,0.20690262370135587,0.5828490931502025,2,Threat-like,13,False,1,0.3307000000000001,1110,1110,-+++-
HC,23,123,0.021658742736397254,20,21,82,0,0.16260162601626016,0.17073170731707318,0.6666666666666666,-0.008130081300813025,ITI,ITI,0.08381757351646413,-0.04764665713218147,-0.036170916384282686,0.08381757351646413,0.21024828314844163,0.20690262370135587,0.5828490931502025,4,Global on,32,False,2,0.3230999999999999,1101,1101,-++-+
