source,target,source_basin_PTSD,target_basin_PTSD,source_basin_label_PTSD,target_basin_label_PTSD,count_PTSD,source_total_PTSD,probability_PTSD,subject_support_count_PTSD,subject_support_prop_PTSD,most_common_source_event_PTSD,most_common_target_event_PTSD,source_basin_HC,target_basin_HC,source_basin_label_HC,target_basin_label_HC,count_HC,source_total_HC,probability_HC,subject_support_count_HC,subject_support_prop_HC,most_common_source_event_HC,most_common_target_event_HC,source_basin,target_basin,source_basin_label,target_basin_label,PTSD_minus_HC_count,PTSD_minus_HC_probability,PTSD_minus_HC_subject_support_count,PTSD_minus_HC_subject_support_prop,abs_probability_difference
26,13,4.0,2.0,Global on,Threat-like,2.0,43.0,0.046511627906976744,2.0,0.08333333333333333,ITI,CS+,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,4.0,2.0,Global on,Threat-like,2.0,0.046511627906976744,2.0,0.08333333333333333,0.046511627906976744
26,32,4.0,4.0,Global on,Global on,2.0,43.0,0.046511627906976744,2.0,0.08333333333333333,CS+,CS-,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,4.0,4.0,Global on,Global on,2.0,0.046511627906976744,2.0,0.08333333333333333,0.046511627906976744
5,8,1.0,3.0,Global off,Safety-like,1.0,85.0,0.011764705882352941,1.0,0.041666666666666664,CS+,CS+,1.0,3.0,Global off,Safety-like,5.0,86.0,0.05813953488372093,5.0,0.20833333333333334,CS+,ITI,1.0,3.0,Global off,Safety-like,-4.0,-0.04637482900136799,-4.0,-0.16666666666666669,0.04637482900136799
23,19,4.0,3.0,Global on,Safety-like,4.0,45.0,0.08888888888888889,3.0,0.125,ITI,ITI,4.0,3.0,Global on,Safety-like,2.0,47.0,0.0425531914893617,2.0,0.08333333333333333,ITI,ITI,4.0,3.0,Global on,Safety-like,2.0,0.04633569739952719,1.0,0.04166666666666667,0.04633569739952719
23,31,4.0,4.0,Global on,Global on,4.0,45.0,0.08888888888888889,4.0,0.16666666666666666,ITI,ITI,4.0,4.0,Global on,Global on,2.0,47.0,0.0425531914893617,2.0,0.08333333333333333,CS-,ITI,4.0,4.0,Global on,Global on,2.0,0.04633569739952719,2.0,0.08333333333333333,0.04633569739952719
12,29,3.0,2.0,Safety-like,Threat-like,1.0,41.0,0.024390243902439025,1.0,0.041666666666666664,CS+,CS+,3.0,2.0,Safety-like,Threat-like,4.0,57.0,0.07017543859649122,3.0,0.125,ITI,CS+,3.0,2.0,Safety-like,Threat-like,-3.0,-0.0457851946940522,-2.0,-0.08333333333333334,0.0457851946940522
31,5,4.0,1.0,Global on,Global off,2.0,108.0,0.018518518518518517,2.0,0.08333333333333333,ITI,ITI,4.0,1.0,Global on,Global off,7.0,109.0,0.06422018348623854,6.0,0.25,CS+,CS+,4.0,1.0,Global on,Global off,-5.0,-0.04570166496772002,-4.0,-0.16666666666666669,0.04570166496772002
15,13,2.0,2.0,Threat-like,Threat-like,1.0,30.0,0.03333333333333333,1.0,0.041666666666666664,CS+,CS+,2.0,2.0,Threat-like,Threat-like,3.0,38.0,0.07894736842105263,3.0,0.125,CS+,CS+,2.0,2.0,Threat-like,Threat-like,-2.0,-0.045614035087719294,-2.0,-0.08333333333333334,0.045614035087719294
27,9,4.0,1.0,Global on,Global off,3.0,38.0,0.07894736842105263,3.0,0.125,ITI,CS+,4.0,1.0,Global on,Global off,1.0,30.0,0.03333333333333333,1.0,0.041666666666666664,CS-,ITI,4.0,1.0,Global on,Global off,2.0,0.045614035087719294,2.0,0.08333333333333334,0.045614035087719294
27,29,4.0,2.0,Global on,Threat-like,3.0,38.0,0.07894736842105263,3.0,0.125,ITI,CS+,4.0,2.0,Global on,Threat-like,1.0,30.0,0.03333333333333333,1.0,0.041666666666666664,ITI,CS-,4.0,2.0,Global on,Threat-like,2.0,0.045614035087719294,2.0,0.08333333333333334,0.045614035087719294
