cohort,state,occupancy,occupancy_prop,count_CSplus,count_CSminus,count_ITI,count_NONE,prop_CSplus,prop_CSminus,prop_ITI,cs_delta,dominant_event,enriched_event,max_enrichment,enrich_CSplus,enrich_CSminus,enrich_ITI,global_prop_CSplus,global_prop_CSminus,global_prop_ITI,basin,basin_label_readable,local_minimum_state,is_local_minimum,hamming_to_min,energy,binary,binary_01,sigma_pattern
merged,1,513,0.09699376063528077,101,98,314,0,0.1968810916179337,0.19103313840155944,0.6120857699805068,0.005847953216374269,ITI,ITI,0.028043417929079273,-0.016202667126630488,-0.011840750802448868,0.028043417929079273,0.2130837587445642,0.2028738892040083,0.5840423520514275,1,Global off,1,True,0,-1.3428999999999998,0,0,-----
merged,32,506,0.09567025902817168,111,123,272,0,0.21936758893280633,0.24308300395256918,0.5375494071146245,-0.023715415019762848,ITI,CS-,0.04020911474856087,0.006283830188242134,0.04020911474856087,-0.046492944936803005,0.2130837587445642,0.2028738892040083,0.5840423520514275,4,Global on,32,True,0,-1.3293,11111,11111,+++++
merged,20,314,0.059368500661750805,47,50,217,0,0.14968152866242038,0.1592356687898089,0.6910828025477707,-0.009554140127388533,ITI,ITI,0.10704045049634314,-0.06340223008214382,-0.0436382204141994,0.10704045049634314,0.2130837587445642,0.2028738892040083,0.5840423520514275,3,Safety-like,20,True,0,-0.7948999999999998,11001,11001,++--+
merged,13,301,0.056910569105691054,107,60,134,0,0.3554817275747508,0.19933554817275748,0.44518272425249167,0.15614617940199335,ITI,CS+,0.14239796883018663,0.14239796883018663,-0.0035383410312508357,-0.13885962779893585,0.2130837587445642,0.2028738892040083,0.5840423520514275,2,Threat-like,13,True,0,-0.7972999999999998,110,110,--++-
merged,31,258,0.04878048780487805,47,59,152,0,0.1821705426356589,0.22868217054263565,0.5891472868217055,-0.046511627906976744,ITI,CS-,0.025808281338627337,-0.030913216108905295,0.025808281338627337,0.005104934770277958,0.2130837587445642,0.2028738892040083,0.5840423520514275,4,Global on,32,False,1,-0.5417000000000001,1111,1111,-++++
merged,2,255,0.04821327283040272,59,44,152,0,0.23137254901960785,0.17254901960784313,0.596078431372549,0.05882352941176472,ITI,CS+,0.018288790275043654,0.018288790275043654,-0.030324869596165177,0.012036079321121496,0.2130837587445642,0.2028738892040083,0.5840423520514275,1,Global off,1,False,1,-0.5489000000000002,10000,10000,+----
merged,29,230,0.04348648137644167,48,52,130,0,0.20869565217391303,0.22608695652173913,0.5652173913043478,-0.017391304347826098,ITI,CS-,0.023213067317730818,-0.004388106570651168,0.023213067317730818,-0.018824960747079733,0.2130837587445642,0.2028738892040083,0.5840423520514275,2,Threat-like,13,False,1,-0.5443,111,111,--+++
merged,17,214,0.040461334845906596,26,37,151,0,0.12149532710280374,0.17289719626168223,0.705607476635514,-0.051401869158878497,ITI,ITI,0.12156512458408653,-0.09158843164176046,-0.029976692942326078,0.12156512458408653,0.2130837587445642,0.2028738892040083,0.5840423520514275,1,Global off,1,False,1,-0.4155,1,1,----+
merged,4,205,0.03875968992248062,25,42,138,0,0.12195121951219512,0.2048780487804878,0.6731707317073171,-0.08292682926829267,ITI,ITI,0.0891283796558896,-0.09113253923236908,0.0020041595764794806,0.0891283796558896,0.2130837587445642,0.2028738892040083,0.5840423520514275,3,Safety-like,20,False,1,-0.5475000000000001,11000,11000,++---
merged,5,197,0.037247116657213086,56,39,102,0,0.28426395939086296,0.19796954314720813,0.5177664974619289,0.08629441624365483,ITI,CS+,0.07118020064629876,0.07118020064629876,-0.0049043460568001795,-0.06627585458949858,0.2130837587445642,0.2028738892040083,0.5840423520514275,1,Global off,1,False,1,-0.3721000000000001,100,100,--+--
merged,16,189,0.035734543391945546,46,44,99,0,0.24338624338624337,0.2328042328042328,0.5238095238095238,0.010582010582010581,ITI,CS+,0.030302484641679173,0.030302484641679173,0.02993034360022448,-0.06023282824190368,0.2130837587445642,0.2028738892040083,0.5840423520514275,4,Global on,32,False,1,-0.4075,11110,11110,++++-
merged,19,171,0.03233125354509359,23,32,116,0,0.13450292397660818,0.1871345029239766,0.6783625730994152,-0.05263157894736842,ITI,ITI,0.09432022104798765,-0.07858083476795602,-0.015739386280031714,0.09432022104798765,0.2130837587445642,0.2028738892040083,0.5840423520514275,3,Safety-like,20,False,1,-0.1233,1001,1001,-+--+
merged,28,164,0.031007751937984496,25,35,104,0,0.1524390243902439,0.21341463414634146,0.6341463414634146,-0.06097560975609756,ITI,ITI,0.050103989411987127,-0.0606447343543203,0.010540744942333147,0.050103989411987127,0.2130837587445642,0.2028738892040083,0.5840423520514275,4,Global on,32,False,1,-0.3645000000000001,11011,11011,++-++
merged,14,155,0.02930610701455852,54,28,73,0,0.34838709677419355,0.18064516129032257,0.47096774193548385,0.16774193548387098,ITI,CS+,0.13530333802962935,0.13530333802962935,-0.022228727913685742,-0.11307461011594366,0.2130837587445642,0.2028738892040083,0.5840423520514275,2,Threat-like,13,False,1,-0.1193,10110,10110,+-++-
merged,9,149,0.028171677065607865,52,35,62,0,0.348993288590604,0.2348993288590604,0.4161073825503356,0.11409395973154363,ITI,CS+,0.13590952984603982,0.13590952984603982,0.032025439655052085,-0.16793496950109194,0.2130837587445642,0.2028738892040083,0.5840423520514275,1,Global off,1,False,1,-0.1860999999999999,10,10,---+-
merged,24,134,0.025335602193231235,29,29,76,0,0.21641791044776118,0.21641791044776118,0.5671641791044776,0.0,ITI,CS-,0.013544021243752868,0.0033341517031969803,0.013544021243752868,-0.016878172946949932,0.2130837587445642,0.2028738892040083,0.5840423520514275,4,Global on,32,False,1,-0.1776999999999998,11101,11101,+++-+
merged,8,121,0.02287767063717149,23,24,74,0,0.19008264462809918,0.19834710743801653,0.6115702479338843,-0.008264462809917356,ITI,ITI,0.027527895882456743,-0.02300111411646502,-0.0045267817659917775,0.027527895882456743,0.2130837587445642,0.2028738892040083,0.5840423520514275,3,Safety-like,20,False,2,0.2905000000000001,11100,11100,+++--
