state,basin,basin_label_readable,is_local_minimum,cs_delta_PTSD,cs_delta_HC,PTSD_minus_HC_cs_delta,occupancy_prop_PTSD,occupancy_prop_HC,PTSD_minus_HC_occupancy_prop,occupancy_PTSD,occupancy_HC,PTSD_minus_HC_occupancy,enriched_event_PTSD,enriched_event_HC,binary,binary_01,sigma_pattern,PTSD_minus_HC_prop_CSplus,PTSD_minus_HC_prop_CSminus,PTSD_minus_HC_prop_ITI,PTSD_minus_HC_max_enrichment,abs_cs_delta_difference
17,1,Global off,False,-0.06930693069306931,-0.035398230088495575,-0.03390870060457374,0.03802710843373494,0.042916824914546146,-0.004889716480811206,101,113,-12,ITI,ITI,1,1,----+,-0.005081924121615705,0.028826776482958033,-0.023744852361342383,-0.03568193796162422,0.03390870060457374
10,1,Global off,False,0.15384615384615385,0.1875,-0.033653846153846145,0.014683734939759037,0.018230155715913406,-0.0035464207761543697,39,48,-9,CS+,CS+,10010,10010,+--+-,0.046474358974358976,0.08012820512820512,-0.1266025641025641,0.05853770922305601,0.033653846153846145
20,3,Safety-like,True,0.006622516556291397,-0.024539877300613494,0.03116239385690489,0.056852409638554216,0.061906570451955946,-0.00505416081340173,151,163,-12,ITI,ITI,11001,11001,++--+,0.017836102872465787,-0.013326290984439104,-0.004509811888026682,-0.01644689748830852,0.03116239385690489
24,4,Global on,False,0.0136986301369863,-0.016393442622950838,0.03009207275993714,0.027484939759036143,0.023167489555639954,0.004317450203396189,73,61,12,CS+,CS-,11101,11101,+++-+,0.006063328093420167,-0.02402874466651697,0.017965416573096804,-0.01459794544300605,0.03009207275993714
12,3,Safety-like,False,0.023255813953488358,0.046875,-0.023619186046511642,0.01618975903614458,0.024306874287884542,-0.008117115251739963,43,64,-21,ITI,CS+,11010,11010,++-+-,-0.048328488372093026,-0.024709302325581384,0.07303779069767447,0.045944514440347445,0.023619186046511642
6,1,Global off,False,0.09090909090909091,0.06896551724137931,0.021943573667711602,0.012424698795180723,0.011014052411697683,0.0014106463834830402,33,29,4,CS+,ITI,10100,10100,+-+--,0.09613375130616511,0.07419017763845351,-0.17032392894461856,0.01882743014294183,0.021943573667711602
4,3,Safety-like,False,-0.07339449541284404,-0.09375,0.02035550458715596,0.04103915662650602,0.03646031143182681,0.004578845194679208,109,96,13,ITI,ITI,11000,11000,++---,0.05303899082568808,0.03268348623853212,-0.0857224770642202,-0.09765956266450204,0.02035550458715596
14,2,Threat-like,False,0.16216216216216214,0.1728395061728395,-0.010677344010677353,0.02786144578313253,0.030763387770603876,-0.002901941987471346,74,81,-7,CS+,CS+,10110,10110,+-++-,-0.020186853520186843,-0.00950950950950949,0.029696363029696415,-0.008123503271489807,0.010677344010677353
7,1,Global off,False,-0.06521739130434781,-0.05555555555555555,-0.009661835748792258,0.017319277108433735,0.013672616786935056,0.0036466603214986796,46,36,10,ITI,ITI,1100,1100,-++--,-0.014492753623188387,-0.004830917874396129,0.019323671497584516,0.007386585897302678,0.009661835748792258
9,1,Global off,False,0.1111111111111111,0.11764705882352944,-0.006535947712418333,0.03049698795180723,0.025826053930877325,0.004670934020929905,81,68,13,CS+,CS+,10,10,---+-,-0.03431372549019612,-0.02777777777777779,0.06209150326797386,-0.022250375241499087,0.006535947712418333
15,2,Threat-like,False,0.0,0.0,0.0,0.012048192771084338,0.015191796429927839,-0.0031436036588435006,32,40,-8,ITI,CS-,1110,1110,-+++-,-0.08750000000000002,-0.08750000000000002,0.175,-0.03717445741949946,0.0
